matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,yellow_cards.home,yellow_cards.away,red_cards.home,red_cards.away
Ot8ljH96,,FINISHED,19.03.2021 21:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,2,6.7,7.4,Coote D. (Eng),Craven Cottage (London),29 589,,52%,48%,13,13,6,4,13,7,0%,0%,4,7,3,2,1,4,16,14,,,13,12,2,5,2,2,,
fm1YgaAs,,FINISHED,15.03.2021 21:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,1,6.8,7.5,Pawson C. (Eng),Molineux Stadium (Wolverhampton),31 750,,53%,47%,10,12,5,4,3,2,0%,0%,2,5,3,3,2,1,11,20,,,17,10,3,5,2,1,,
dCLc01XD,,FINISHED,14.03.2021 20:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,0,7.2,6.7,Atkinson M. (Eng),Old Trafford (Manchester),75 635,,62%,38%,15,7,4,0,6,2,0%,0%,4,3,7,4,0,2,4,12,,,12,2,0,3,4,0,,
2gxetttr,,FINISHED,14.03.2021 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,1,7.3,6.5,Oliver M. (Eng),Emirates Stadium (London),60 704,,53%,47%,13,6,3,3,6,3,0%,0%,8,2,2,1,0,1,14,11,,,12,14,2,1,1,4,0,1
r9XFyIfD,,FINISHED,14.03.2021 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,5,0,7.6,6.2,Bankes P. (Eng),King Power Stadium (Leicester),32 261,,72%,28%,19,1,10,0,9,1,0%,0%,4,1,5,0,2,0,9,12,,,10,9,0,5,0,2,,
hvF6bu2Q,,FINISHED,14.03.2021 13:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,2,6.6,7.3,Attwell S. (Eng),St. Mary's Stadium (Southampton),32 384,,59%,41%,9,8,4,6,4,5,0%,0%,1,0,4,2,1,1,11,12,,,11,10,4,3,,,,
nsv7wvQ0,,FINISHED,13.03.2021 21:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,3,6.2,7.4,Marriner A. (Eng),Craven Cottage (London),29 589,,46%,54%,3,8,0,7,4,2,0%,0%,0,1,3,0,1,3,16,14,,,14,13,4,0,,,,
8ju3vKAf,,FINISHED,13.03.2021 18:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,2,6.6,7.2,Moss J. (Eng),Goodison Park (Liverpool),39 572,,66%,34%,14,14,4,5,7,4,0%,0%,5,6,5,3,2,1,8,10,,,9,6,3,3,0,4,,
ETuau0el,,FINISHED,13.03.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,1,0,7.2,6.7,Hooper S. (Eng),Selhurst Park (London),25 486,,44%,56%,6,12,4,1,3,2,0%,0%,1,6,1,5,1,1,15,18,,,16,15,1,3,3,1,,
4IYBxbu7,,FINISHED,13.03.2021 13:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,0,7,7.4,Friend K. (Eng),Elland Road (Leeds),37 792,,38%,62%,7,15,4,8,8,5,0%,0%,0,2,3,5,5,3,9,21,,,16,6,8,4,3,0,,
AFP1aLnK,,FINISHED,12.03.2021 21:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,1,7.1,7.2,Tierney P. (Eng),St. James' Park (Newcastle),52 305,,49%,51%,12,15,3,6,2,2,0%,0%,4,4,5,5,0,4,15,10,,,10,10,5,2,2,3,,
vB5ooPS2,,FINISHED,10.03.2021 19:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,5,2,7.6,6.4,Moss J. (Eng),Etihad Stadium (Manchester),55 097,,58%,42%,17,11,10,6,5,5,0%,0%,5,3,2,2,1,4,8,6,,,6,4,4,5,1,0,,
MeOQc8BF,,FINISHED,08.03.2021 21:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,2,0,7.3,6.6,Dean M. (Eng),London Stadium (London),62 500,,35%,65%,16,17,5,2,6,6,0%,0%,6,10,5,5,1,1,7,11,,,9,9,2,3,1,1,,
Q9vOwmKq,,FINISHED,08.03.2021 19:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,0,7.4,6.4,Coote D. (Eng),Stamford Bridge (London),40 341,,65%,35%,19,7,9,1,7,3,0%,0%,6,4,4,2,1,0,11,12,,,11,12,1,7,0,3,,
EVKIaUt3,,FINISHED,07.03.2021 20:15,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,4,1,7.8,6.2,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,,64%,36%,12,5,5,1,1,5,0%,0%,4,3,3,1,1,4,21,9,,,8,17,0,1,2,3,,
YZsWyRld,,FINISHED,07.03.2021 17:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,2,6.8,7.4,Taylor A. (Eng),Etihad Stadium (Manchester),55 097,,66%,34%,23,8,6,6,6,2,0%,0%,10,0,7,2,0,1,14,8,,,9,12,4,6,0,3,,
KWwSx7Zk,,FINISHED,07.03.2021 15:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,1,6.6,7.4,Friend K. (Eng),Anfield (Liverpool),61 276,,63%,37%,16,10,3,3,9,4,0%,0%,11,5,2,2,3,1,9,13,,,10,8,2,3,2,3,,
r5PMbld9,,FINISHED,07.03.2021 13:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,0,7.3,7.2,Atkinson M. (Eng),The Hawthorns (West Bromwich),26 688,,53%,47%,13,9,3,5,9,7,0%,0%,6,2,4,2,1,1,11,12,,,11,10,5,3,,,,
rkyaq9dM,,FINISHED,06.03.2021 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,2,6.5,7.4,Oliver M. (Eng),Amex Stadium (Brighton),31 876,,37%,63%,7,8,2,4,6,6,0%,0%,3,4,2,0,4,1,8,19,,,14,8,2,1,0,1,,
4bxepksG,,FINISHED,06.03.2021 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,0,7,7.1,Madley A. (Eng),Villa Park (Birmingham),42 789,,49%,51%,9,10,1,2,5,3,0%,0%,5,6,3,2,3,0,13,16,,,13,13,2,1,1,0,,
zuME0ARd,,FINISHED,06.03.2021 16:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,0,2,6.5,7.4,Tierney P. (Eng),Bramall Lane (Sheffield),32 050,,51%,49%,8,15,2,7,7,3,0%,0%,5,4,1,4,2,2,13,18,,,17,11,5,2,4,3,,
O0hdrTBS,,FINISHED,06.03.2021 13:30,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,1,7,7,Marriner A. (Eng),Turf Moor (Burnley),22 546,,41%,59%,9,15,5,3,2,3,0%,0%,4,6,0,6,2,2,15,7,,,5,12,2,4,1,1,,
I37hkyPC,,FINISHED,04.03.2021 21:15,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.9,7.4,Atkinson M. (Eng),Anfield (Liverpool),61 276,,54%,46%,7,11,1,5,5,2,0%,0%,4,5,2,1,1,4,12,10,,,9,8,4,1,,,,
hIPjPs6q,,FINISHED,04.03.2021 19:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,1,6.6,7.2,Coote D. (Eng),Craven Cottage (London),29 589,,60%,40%,11,9,3,2,4,1,0%,0%,7,5,1,2,4,2,12,17,,,13,9,1,3,2,1,,
UsyB7Ivs,,FINISHED,04.03.2021 19:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,1,6.7,7.4,England D. (Eng),The Hawthorns (West Bromwich),26 688,,48%,52%,11,11,3,3,3,3,0%,0%,3,2,5,6,3,2,9,12,,,9,7,2,3,3,1,,
Aw4picf0,,FINISHED,03.03.2021 21:15,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,7.1,7,Marriner A. (Eng),Selhurst Park (London),25 486,,37%,63%,8,11,2,1,4,6,0%,0%,3,6,3,4,1,2,15,4,,,4,13,1,2,1,0,,
SEEuhwuf,,FINISHED,03.03.2021 19:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7,7.1,Madley A. (Eng),Turf Moor (Burnley),22 546,,40%,60%,12,16,7,4,5,8,0%,0%,5,6,0,6,3,2,14,9,,,6,12,3,6,0,2,,
YBkuDvHJ,,FINISHED,03.03.2021 19:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,0,7.2,6.8,Jones R. (Eng),Bramall Lane (Sheffield),32 050,,28%,72%,9,16,2,4,2,7,0%,0%,5,5,2,7,1,1,7,14,,,13,6,4,1,1,0,1,0
df6dlevJ,,FINISHED,02.03.2021 21:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,4,1,7.3,6.5,Kavanagh C. (Eng),Etihad Stadium (Manchester),55 097,,72%,28%,22,6,10,1,10,2,0%,0%,4,2,8,3,3,1,5,13,,,9,5,0,6,0,1,,
4pcMVkSM,,FINISHED,01.03.2021 21:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,0,7.4,6.6,Atkinson M. (Eng),Goodison Park (Liverpool),39 572,,47%,53%,7,9,1,1,4,10,0%,0%,2,4,4,4,4,0,9,17,,,13,9,1,0,0,2,,
E9qrmicc,,FINISHED,28.02.2021 20:15,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,2,6.6,7.3,Moss J. (Eng),Bramall Lane (Sheffield),32 050,,40%,60%,8,16,2,8,4,3,0%,0%,4,4,2,4,3,1,11,13,,,9,9,6,2,,,,
WWbEXBcA,,FINISHED,28.02.2021 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,7.4,7,Attwell S. (Eng),Stamford Bridge (London),40 341,,57%,43%,18,11,6,4,3,4,0%,0%,5,2,7,5,1,3,15,12,,,11,12,4,6,1,2,,
dYYnnBC3,,FINISHED,28.02.2021 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,4,0,8,6.3,Friend K. (Eng),Tottenham Hotspur Stadium (London),62 850,,58%,42%,16,10,7,3,3,4,0%,0%,7,4,2,3,0,0,10,6,,,6,10,3,3,,,,
ANcIWVCG,,FINISHED,28.02.2021 13:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,0,7.1,7.1,Taylor A. (Eng),Selhurst Park (London),25 486,,41%,59%,3,16,0,4,1,3,0%,0%,1,10,2,2,1,0,14,11,,,10,14,4,0,1,1,,
8ChhQTkp,,FINISHED,28.02.2021 13:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,3,6.1,7.2,Tierney P. (Eng),King Power Stadium (Leicester),32 261,,44%,56%,8,12,3,4,2,7,0%,0%,2,4,3,4,0,1,4,14,,,15,3,1,2,2,1,,
zJpvlXsi,,FINISHED,27.02.2021 21:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,1,7.2,7.3,Dean M. (Eng),St. James' Park (Newcastle),52 305,,48%,52%,19,14,7,4,3,5,0%,0%,6,7,6,3,2,0,14,13,,,11,13,3,6,2,0,,
2VFPU9sT,,FINISHED,27.02.2021 18:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,1,6.6,7.2,Bankes P. (Eng),Elland Road (Leeds),37 792,,69%,31%,13,9,3,4,7,5,0%,0%,5,3,5,2,0,0,14,14,,,14,14,3,3,3,2,,
AywioVR9,,FINISHED,27.02.2021 16:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,0,7.1,6.7,Mason L. (Eng),The Hawthorns (West Bromwich),26 688,,30%,70%,6,15,2,6,7,4,0%,0%,3,7,1,2,1,0,15,10,,,11,13,6,1,,,,
n3idPm5j,,FINISHED,27.02.2021 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,1,7.3,6.5,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,,63%,37%,10,9,3,3,4,2,0%,0%,2,4,5,2,2,1,11,10,,,8,11,2,1,1,1,,
OAmgPYn0,,FINISHED,23.02.2021 19:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,0,7.3,6.5,Marriner A. (Eng),Elland Road (Leeds),37 792,,47%,53%,11,13,7,5,2,4,0%,0%,4,6,0,2,1,2,16,12,,,11,13,5,4,1,2,,
zsisZ3HH,,FINISHED,22.02.2021 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,2,6.6,7.2,Friend K. (Eng),Amex Stadium (Brighton),31 876,,75%,25%,25,3,5,2,13,0,0%,0%,11,1,9,0,3,1,7,14,,,11,6,0,4,2,0,,
Sv2cyfbo,,FINISHED,21.02.2021 20:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,1,7.6,6.3,Tierney P. (Eng),Old Trafford (Manchester),75 635,,72%,28%,15,10,7,6,6,4,0%,0%,4,3,4,1,2,1,11,11,,,9,11,5,4,1,2,,
vFcYzQn5,,FINISHED,21.02.2021 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,1,6.4,7.2,Moss J. (Eng),Emirates Stadium (London),60 704,,45%,55%,7,15,1,3,1,3,0%,0%,3,6,3,6,1,3,13,12,,,11,9,2,1,2,2,,
hI1xzp2B,,FINISHED,21.02.2021 15:05,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,2,6.7,7.4,Oliver M. (Eng),Villa Park (Birmingham),42 789,,50%,50%,11,16,2,7,7,8,0%,0%,5,2,4,7,4,1,13,15,,,11,12,5,1,2,1,,
z555ZXSc,,FINISHED,21.02.2021 13:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,1,7.1,6.7,Pawson C. (Eng),London Stadium (London),62 500,,31%,69%,4,20,4,4,5,7,0%,0%,0,13,0,3,1,0,7,15,,,14,7,3,2,4,3,,
MckkXsnU,,FINISHED,20.02.2021 21:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,1,0,7.5,6.6,Atkinson M. (Eng),Craven Cottage (London),29 589,,65%,35%,15,4,6,2,6,4,0%,0%,6,2,3,0,1,3,17,11,,,11,14,2,5,1,2,,
O6yHS1fo,,FINISHED,20.02.2021 18:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,2,6.7,7.3,Kavanagh C. (Eng),Anfield (Liverpool),61 276,,72%,28%,15,9,6,6,7,2,0%,0%,7,3,2,0,2,2,12,11,,,10,10,4,6,2,1,,
EXkoYNWN,,FINISHED,20.02.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,0,0,7,6.8,Dean M. (Eng),Turf Moor (Burnley),22 546,,62%,38%,6,10,1,3,5,5,0%,0%,4,6,1,1,4,3,13,21,,,16,10,3,1,3,0,0,1
tr61zEDi,,FINISHED,20.02.2021 13:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,1,6.7,7.2,Taylor A. (Eng),St. Mary's Stadium (Southampton),32 384,,29%,71%,4,9,1,3,3,6,0%,0%,3,4,0,2,0,4,14,10,,,10,10,2,0,1,1,,
Ee49Yir4,,FINISHED,19.02.2021 21:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,0,7.2,6.8,Coote D. (Eng),Molineux Stadium (Wolverhampton),31 750,,41%,59%,15,18,5,7,7,9,0%,0%,5,5,5,6,1,1,9,14,,,13,8,7,5,1,0,,
OlvMm9VH,,FINISHED,17.02.2021 21:15,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,3,6.5,7.4,Marriner A. (Eng),Goodison Park (Liverpool),39 572,,30%,70%,3,16,2,7,0,10,0%,0%,1,4,0,5,0,0,8,8,,,8,8,4,1,2,1,,
GO8AEHYs,,FINISHED,17.02.2021 19:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,1,6.9,7.1,Moss J. (Eng),Turf Moor (Burnley),22 546,,46%,54%,8,8,3,3,5,5,0%,0%,5,4,0,1,6,0,15,13,,,7,13,2,2,1,1,,
0OxaMQXB,,FINISHED,15.02.2021 21:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,0,7.5,6.6,Bankes P. (Eng),Stamford Bridge (London),40 341,,66%,34%,18,10,6,4,10,5,0%,0%,7,4,5,2,0,2,15,9,,,9,13,4,4,,,,
phbUy6Xb,,FINISHED,15.02.2021 19:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,3,0,7.4,6.5,Hooper S. (Eng),London Stadium (London),62 500,,46%,54%,13,8,9,5,7,7,0%,0%,3,2,1,1,1,1,13,12,,,11,12,5,6,0,2,,
MwR7K42O,,FINISHED,14.02.2021 20:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,2,6.5,7.3,Madley A. (Eng),Goodison Park (Liverpool),39 572,,50%,50%,7,12,2,3,5,4,0%,0%,3,6,2,3,3,2,18,9,,,7,16,1,2,1,1,,
hbZjOn3a,,FINISHED,14.02.2021 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,4,2,7.3,6.1,Attwell S. (Eng),Emirates Stadium (London),60 704,,46%,54%,13,9,5,5,4,5,0%,0%,3,2,5,2,2,0,16,11,,,8,17,3,1,0,2,,
61aQxnIh,,FINISHED,14.02.2021 15:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,6.9,7,Pawson C. (Eng),The Hawthorns (West Bromwich),26 688,,27%,73%,7,10,3,7,4,5,0%,0%,4,0,0,3,2,3,14,16,,,13,10,6,2,5,0,,
lQ4LwS2n,,FINISHED,14.02.2021 13:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,2,6.6,7.1,Scott G. (Eng),St. Mary's Stadium (Southampton),32 384,,51%,49%,7,10,3,4,4,6,0%,0%,3,3,1,3,6,1,10,15,,,10,9,2,2,2,2,,
WlYfN6I5,,FINISHED,13.02.2021 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,0,7.1,7.1,England D. (Eng),Amex Stadium (Brighton),31 876,,58%,42%,26,4,9,1,9,2,0%,0%,7,1,10,2,0,3,15,16,,,16,12,1,9,2,3,,
AZ5Hv8mt,,FINISHED,13.02.2021 18:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,3,0,7.7,6.3,Tierney P. (Eng),Etihad Stadium (Manchester),55 097,,61%,39%,15,7,6,3,4,2,0%,0%,4,2,5,2,1,0,11,13,,,12,13,3,3,1,3,,
vFy3LpmI,,FINISHED,13.02.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,0,3,6.3,7.6,Oliver M. (Eng),Selhurst Park (London),25 486,,53%,47%,13,16,3,4,7,4,0%,0%,3,6,7,6,3,1,15,19,,,15,14,1,3,,,,
YDUBJOHU,,FINISHED,13.02.2021 13:30,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,3,1,7.4,6.6,Taylor A. (Eng),King Power Stadium (Leicester),32 261,,38%,62%,11,15,6,4,2,12,0%,0%,4,3,1,8,2,1,8,9,,,7,6,3,3,1,2,,
6TaSLgs1,,FINISHED,08.02.2021 21:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,0,7.5,6.3,Marriner A. (Eng),Elland Road (Leeds),37 792,,68%,32%,17,8,7,3,5,3,0%,0%,7,2,3,3,1,1,9,8,,,7,8,3,5,0,2,,
29tvRlJt,,FINISHED,07.02.2021 20:15,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,2,6.4,7.4,Friend K. (Eng),Bramall Lane (Sheffield),32 050,,31%,69%,8,9,3,3,1,8,0%,0%,3,4,2,2,2,2,10,10,,,8,8,1,2,1,0,,
0jaWKDd7,,FINISHED,07.02.2021 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,4,6.2,7.4,Oliver M. (Eng),Anfield (Liverpool),61 276,,56%,44%,8,8,3,5,6,1,0%,0%,2,3,3,0,1,2,9,13,,,13,8,1,2,2,1,,
AZqnPSmg,,FINISHED,07.02.2021 15:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,0,0,7.2,7,Atkinson M. (Eng),Molineux Stadium (Wolverhampton),31 750,,44%,56%,13,13,1,3,8,2,0%,0%,6,5,6,5,0,1,16,11,,,11,15,3,1,1,3,,
