matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,yellow_cards.home,yellow_cards.away,red_cards.home,red_cards.away
dWurQ8Yn,,FINISHED,07.02.2021 13:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,2,0,7.3,6.5,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,,66%,34%,13,4,6,1,8,0,0%,0%,4,3,3,0,1,4,16,18,,,16,12,1,4,1,2,,
vsbzKXBD,,FINISHED,06.02.2021 21:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,3,6.9,6.9,Moss J. (Eng),Old Trafford (Manchester),75 635,,62%,38%,14,6,5,3,5,1,0%,0%,6,3,3,0,0,4,16,13,,,14,10,0,2,2,1,,
hQeOMZRf,,FINISHED,06.02.2021 18:30,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,0,7,6.9,Dean M. (Eng),Craven Cottage (London),29 589,,61%,39%,20,8,2,1,7,3,0%,0%,12,6,6,1,1,4,14,12,,,11,10,1,2,1,3,0,1
A16JNFCl,,FINISHED,06.02.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7.1,7.1,Taylor A. (Eng),Turf Moor (Burnley),22 546,,54%,46%,20,10,7,2,8,7,0%,0%,7,6,6,2,3,0,11,11,,,8,10,1,6,2,0,,
QqJArHlE,,FINISHED,06.02.2021 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,2,6.9,6.4,Pawson C. (Eng),St. James' Park (Newcastle),52 305,,26%,74%,6,14,4,5,0,7,0%,0%,1,5,1,4,3,5,20,11,,,11,14,3,1,4,1,1,0
WA7FOecr,,FINISHED,06.02.2021 13:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,0,7.5,6.7,Kavanagh C. (Eng),Villa Park (Birmingham),42 789,,34%,66%,12,14,8,3,3,7,0%,0%,3,6,1,5,1,0,12,13,,,12,12,3,7,3,2,,
0SGqUHZK,,FINISHED,04.02.2021 21:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.5,7.4,Marriner A. (Eng),Tottenham Hotspur Stadium (London),62 850,,42%,58%,7,18,2,2,2,7,0%,0%,5,7,0,9,0,3,17,18,,,20,14,1,2,2,3,,
nPjAFIKR,,FINISHED,03.02.2021 21:15,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,3,6.6,7.3,Madley A. (Eng),Villa Park (Birmingham),42 789,,56%,44%,9,20,2,10,7,3,0%,0%,5,4,2,6,1,1,17,12,,,11,16,7,1,1,1,,
vJFmTykR,,FINISHED,03.02.2021 21:15,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,1,6.6,7.4,Friend K. (Eng),Anfield (Liverpool),61 276,,63%,37%,11,13,1,4,5,3,0%,0%,4,7,6,2,0,3,9,11,,,12,6,3,1,1,0,,
dbtp9Gce,,FINISHED,03.02.2021 20:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,2,6.7,7.4,Oliver M. (Eng),Elland Road (Leeds),37 792,,63%,37%,16,10,7,6,7,1,0%,0%,6,4,3,0,0,1,13,12,,,12,12,4,6,2,3,,
OprxBxTr,,FINISHED,03.02.2021 19:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,2,6.4,7.3,Atkinson M. (Eng),Turf Moor (Burnley),22 546,,25%,75%,2,13,0,6,1,3,0%,0%,2,1,0,6,3,2,7,11,,,8,5,4,0,2,1,,
I7stAdrk,,FINISHED,03.02.2021 19:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,0,2,6.7,7.4,Jones R. (Eng),Craven Cottage (London),29 589,,57%,43%,8,9,1,5,5,2,0%,0%,4,2,3,2,1,3,12,18,,,17,10,3,1,3,1,,
6TNzWw58,,FINISHED,02.02.2021 21:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,9,0,8.1,5.5,Dean M. (Eng),Old Trafford (Manchester),75 635,,75%,25%,24,3,14,1,5,3,0%,0%,5,2,5,0,3,2,8,14,,,11,6,1,5,2,3,0,2
I3RvVcKE,,FINISHED,02.02.2021 21:15,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,2,6.7,7.2,England D. (Eng),St. James' Park (Newcastle),52 305,,61%,39%,21,6,5,3,9,1,0%,0%,10,2,6,1,1,2,13,15,,,14,11,1,4,1,3,,
EZzk8zD1,,FINISHED,02.02.2021 19:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,2,1,7.5,6.6,Tierney P. (Eng),Bramall Lane (Sheffield),32 050,,68%,32%,14,8,6,4,9,2,0%,0%,4,2,4,2,0,3,13,11,,,11,9,3,4,2,1,,
hQZh7fS7,,FINISHED,02.02.2021 19:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,1,7.4,6.3,Pawson C. (Eng),Molineux Stadium (Wolverhampton),31 750,,55%,45%,11,9,7,3,9,6,0%,0%,4,1,0,5,1,3,10,12,,,11,8,2,5,3,2,0,2
AwtW1ajS,,FINISHED,31.01.2021 20:15,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,0,7.4,6.9,Bankes P. (Eng),Amex Stadium (Brighton),31 876,,43%,57%,16,8,5,4,9,2,0%,0%,7,1,4,3,1,1,13,12,,,11,11,4,4,2,1,,
4015Gb5L,,FINISHED,31.01.2021 17:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,3,6.4,7.3,Moss J. (Eng),London Stadium (London),62 500,,33%,67%,8,14,2,5,6,4,0%,0%,3,6,3,3,2,1,9,9,,,7,8,2,1,2,0,,
xlQAfHr2,,FINISHED,31.01.2021 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,3,6.6,7.5,Kavanagh C. (Eng),King Power Stadium (Leicester),32 261,,51%,49%,18,8,8,7,5,4,0%,0%,4,0,6,1,2,2,18,19,,,17,16,4,7,0,3,,
jXNbcJbq,,FINISHED,31.01.2021 13:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,0,7.5,6.4,Scott G. (Eng),Stamford Bridge (London),40 341,,71%,29%,19,1,8,0,4,2,0%,0%,9,1,2,0,2,2,11,9,,,7,9,0,6,0,1,,
Iq3cIKz9,,FINISHED,30.01.2021 21:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,1,6.7,7.5,Mason L. (Eng),St. Mary's Stadium (Southampton),32 384,,60%,40%,20,8,5,4,7,1,0%,0%,6,3,9,1,4,5,16,16,,,12,11,3,5,1,0,,
WnsS2uyM,,FINISHED,30.01.2021 18:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,7.1,7.1,Oliver M. (Eng),Emirates Stadium (London),60 704,,43%,57%,17,14,3,3,4,7,0%,0%,8,8,6,3,0,2,18,9,,,9,16,3,3,1,3,,
UNM2dwEk,,FINISHED,30.01.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,0,7.3,6.6,Hooper S. (Eng),Selhurst Park (London),25 486,,48%,52%,11,6,2,4,1,6,0%,0%,6,1,3,1,1,1,11,8,,,7,10,4,1,1,2,,
vg4gJ0L2,,FINISHED,30.01.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,1,0,7.3,6.4,Coote D. (Eng),Etihad Stadium (Manchester),55 097,,75%,25%,10,4,5,1,10,0,0%,0%,1,2,4,1,0,1,9,7,,,7,10,1,4,0,3,,
Q921HvjF,,FINISHED,30.01.2021 16:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,2,2,6.9,7.1,Taylor A. (Eng),The Hawthorns (West Bromwich),26 688,,37%,63%,5,12,3,7,2,3,0%,0%,2,3,0,2,1,1,10,10,,,9,10,5,1,1,0,,
OpM6ecTe,,FINISHED,30.01.2021 13:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,2,6.6,7.4,Attwell S. (Eng),Goodison Park (Liverpool),39 572,,61%,39%,11,13,3,3,7,12,0%,0%,6,5,2,5,4,0,6,17,,,13,6,1,3,3,4,,
vuPK4169,,FINISHED,28.01.2021 21:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,3,6.5,7.4,Atkinson M. (Eng),Tottenham Hotspur Stadium (London),62 850,,49%,51%,3,14,2,7,1,2,0%,0%,1,6,0,1,2,2,13,11,,,9,11,4,1,1,2,,
WY1gltMS,,FINISHED,27.01.2021 21:15,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7,7.2,Dean M. (Eng),Goodison Park (Liverpool),39 572,,35%,65%,8,19,2,6,5,11,0%,0%,4,3,2,10,2,1,12,15,,,12,10,5,1,1,1,,
8fgLq0Uq,,FINISHED,27.01.2021 21:15,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,1,2,6.9,7.1,Bankes P. (Eng),Old Trafford (Manchester),75 635,,76%,24%,16,5,4,3,7,2,0%,0%,5,1,7,1,0,5,17,10,,,10,12,1,3,1,1,,
bL3oj2iG,,FINISHED,27.01.2021 20:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,0,7.3,7.2,Pawson C. (Eng),Amex Stadium (Brighton),31 876,,50%,50%,16,10,5,3,10,0,0%,0%,5,5,6,2,3,0,13,13,,,10,14,3,5,2,1,,
xC2kkM6M,,FINISHED,27.01.2021 19:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,3,2,7.3,6.7,Tierney P. (Eng),Turf Moor (Burnley),22 546,,38%,62%,10,18,5,10,2,4,0%,0%,3,5,2,3,3,2,10,20,,,16,7,8,2,1,0,,
U9sUsvad,,FINISHED,27.01.2021 19:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,0,7.1,6.9,Madley A. (Eng),Stamford Bridge (London),40 341,,79%,21%,14,4,5,0,12,1,0%,0%,5,4,4,0,2,0,7,16,,,14,7,0,5,1,1,,
dGZF5si3,,FINISHED,26.01.2021 21:15,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,3,6.6,7.4,Friend K. (Eng),St. Mary's Stadium (Southampton),32 384,,58%,42%,13,9,5,5,4,5,0%,0%,5,4,3,0,2,2,9,14,,,11,6,2,4,1,2,,
jJrQrKqj,,FINISHED,26.01.2021 21:15,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,5,5.8,7.9,Kavanagh C. (Eng),The Hawthorns (West Bromwich),26 688,,22%,78%,4,18,1,7,3,8,0%,0%,2,4,1,7,0,1,9,8,,,8,8,2,1,2,0,,
xQsO3LLF,,FINISHED,26.01.2021 19:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,3,6.5,7.3,Attwell S. (Eng),Selhurst Park (London),25 486,,54%,46%,6,17,3,7,3,4,0%,0%,3,6,0,4,0,2,10,9,,,9,8,4,1,,,,
IPzC6Nyc,,FINISHED,26.01.2021 19:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,2,6.7,7.3,Taylor A. (Eng),St. James' Park (Newcastle),52 305,,42%,58%,22,9,5,2,9,4,0%,0%,10,4,7,3,1,0,15,9,,,10,15,0,4,1,3,,
xzwLpRdm,,FINISHED,23.01.2021 21:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,0,7.4,6.2,Hooper S. (Eng),Villa Park (Birmingham),42 789,,59%,41%,14,7,5,1,4,4,0%,0%,6,4,3,2,1,2,19,10,,,9,18,1,3,0,3,,
O6XipzPP,,FINISHED,21.01.2021 21:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,0,1,6.7,7.4,Dean M. (Eng),Anfield (Liverpool),61 276,,72%,28%,27,6,6,4,12,0,0%,0%,10,2,11,0,1,6,14,11,,,11,8,3,6,2,1,,
tnblQEXg,,FINISHED,20.01.2021 21:15,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,2,6.7,7.3,Atkinson M. (Eng),Craven Cottage (London),29 589,,38%,62%,12,15,5,5,2,8,0%,0%,4,6,3,4,1,2,12,7,,,6,10,3,4,3,1,,
bBC0tcmB,,FINISHED,20.01.2021 19:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,0,7.6,6.7,Moss J. (Eng),Etihad Stadium (Manchester),55 097,,69%,31%,28,11,9,4,16,2,0%,0%,7,4,12,3,3,1,9,13,,,10,9,4,7,0,2,,
zoicOh26,,FINISHED,19.01.2021 21:15,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,2,0,7.5,6.6,Pawson C. (Eng),King Power Stadium (Leicester),32 261,,36%,64%,8,9,6,5,6,3,0%,0%,2,3,0,1,1,3,19,8,,,7,16,5,4,1,3,,
8bk5MWWI,,FINISHED,19.01.2021 19:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,2,1,7.3,6.6,Scott G. (Eng),London Stadium (London),62 500,,59%,41%,14,6,6,2,3,1,0%,0%,5,4,3,0,2,0,10,12,,,10,10,1,4,0,1,,
fkONvEnm,,FINISHED,18.01.2021 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,0,7.5,6.2,Coote D. (Eng),Emirates Stadium (London),60 704,,66%,34%,20,4,6,1,7,2,0%,0%,11,2,3,1,4,1,9,13,,,9,8,1,3,,,,
pbJnZ9GO,,FINISHED,17.01.2021 20:15,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,4,0,7.6,6.1,Mason L. (Eng),Etihad Stadium (Manchester),55 097,,73%,27%,13,2,6,0,11,1,0%,0%,2,1,5,1,0,0,8,9,,,9,8,0,2,,,,
WfFrzj1I,,FINISHED,17.01.2021 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,7.1,7.2,Tierney P. (Eng),Anfield (Liverpool),61 276,,66%,34%,17,8,3,4,7,3,0%,0%,6,1,8,3,1,8,14,16,,,15,6,4,3,2,1,,
b17UcggP,,FINISHED,17.01.2021 15:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,3,6.7,7.6,Marriner A. (Eng),Bramall Lane (Sheffield),32 050,,42%,58%,15,14,5,5,5,7,0%,0%,3,4,7,5,4,1,6,17,,,13,4,2,4,4,0,,
lWPwyWoC,,FINISHED,16.01.2021 21:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,0,7.5,6.6,Attwell S. (Eng),King Power Stadium (Leicester),32 261,,47%,53%,16,8,5,3,2,5,0%,0%,9,5,2,0,5,1,12,15,,,10,11,3,3,2,2,,
G4CWxhHa,,FINISHED,16.01.2021 18:30,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.8,7.5,Bankes P. (Eng),Craven Cottage (London),29 589,,30%,70%,10,21,3,6,1,12,0%,0%,5,7,2,8,1,3,13,12,,,11,10,5,3,2,3,1,0
AuRZyCW5,,FINISHED,16.01.2021 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,1,6.6,7.2,Friend K. (Eng),Elland Road (Leeds),37 792,,66%,34%,7,7,2,2,5,2,0%,0%,3,3,2,2,3,0,9,11,,,8,9,1,2,1,1,,
0AgdgD1t,,FINISHED,16.01.2021 16:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,0,7.4,6.8,Kavanagh C. (Eng),London Stadium (London),62 500,,45%,55%,15,10,4,2,7,4,0%,0%,6,3,5,5,5,1,10,17,,,12,9,2,3,2,1,,
Iol1hXGn,,FINISHED,16.01.2021 13:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,2,3,6.7,7.3,Oliver M. (Eng),Molineux Stadium (Wolverhampton),31 750,,68%,32%,24,12,6,5,11,0,0%,0%,10,5,8,2,0,2,16,9,,,10,14,2,4,2,1,,
YLftSz3s,,FINISHED,14.01.2021 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,0,7.2,7.2,Marriner A. (Eng),Emirates Stadium (London),60 704,,67%,33%,11,12,4,2,7,3,0%,0%,5,6,2,4,1,1,12,12,,,10,11,2,4,1,1,,
pdltg47c,,FINISHED,13.01.2021 21:15,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,1,7.3,7.2,Tierney P. (Eng),Tottenham Hotspur Stadium (London),62 850,,52%,48%,15,15,6,4,6,5,0%,0%,6,5,3,6,2,2,17,15,,,13,15,3,5,1,2,,
tnKJufXt,,FINISHED,13.01.2021 19:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,0,7.6,6.5,England D. (Eng),Etihad Stadium (Manchester),55 097,,65%,35%,16,5,6,1,8,4,0%,0%,4,3,6,1,2,2,12,6,,,4,12,1,5,0,2,,
ny9dswY4,,FINISHED,12.01.2021 21:15,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,1,6.4,7.4,Friend K. (Eng),Turf Moor (Burnley),22 546,,37%,63%,12,13,0,7,3,4,0%,0%,7,2,5,4,3,2,15,19,,,15,13,6,0,1,2,,
pGYmoG9J,,FINISHED,12.01.2021 21:15,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,2,6.7,7.2,Atkinson M. (Eng),Molineux Stadium (Wolverhampton),31 750,,52%,48%,13,5,3,3,6,5,0%,0%,7,1,3,1,0,1,13,6,,,6,11,1,2,2,2,,
U7j1NCHC,,FINISHED,12.01.2021 19:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,0,7.3,6.3,Madley A. (Eng),Bramall Lane (Sheffield),32 050,,66%,34%,17,7,4,3,5,2,0%,0%,6,3,7,1,2,2,13,15,,,13,12,3,3,2,5,0,1
zoF5YxQD,,FINISHED,04.01.2021 21:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,0,7.5,6.7,Marriner A. (Eng),St. Mary's Stadium (Southampton),32 384,,33%,67%,7,17,3,1,1,10,0%,0%,3,11,1,5,6,1,15,11,,,5,12,1,2,1,3,,
URCEDyll,,FINISHED,03.01.2021 17:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,3,6.4,7.5,Taylor A. (Eng),Stamford Bridge (London),40 341,,55%,45%,9,18,2,6,5,3,0%,0%,2,8,5,4,2,0,10,14,,,11,10,3,1,3,1,,
MsRN9gmD,,FINISHED,03.01.2021 15:15,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,2,6.5,7.4,Jones R. (Eng),St. James' Park (Newcastle),52 305,,43%,57%,7,9,2,3,3,6,0%,0%,3,5,2,1,3,3,13,13,,,10,11,1,1,0,2,,
WC8EWGfQ,,FINISHED,02.01.2021 21:00,West Brom,https://static.flashscore.com/res/image/data/zDuImRwS-ImMEe0UF.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,4,6.4,7.8,Atkinson M. (Eng),The Hawthorns (West Bromwich),26 688,,38%,62%,7,21,3,12,3,5,0%,0%,3,7,1,2,3,2,6,10,,,7,4,8,3,1,2,,
AsWsJcQQ,,FINISHED,02.01.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,3,3,7,6.9,Madley A. (Eng),Amex Stadium (Brighton),31 876,,54%,46%,13,11,4,4,5,7,0%,0%,3,4,6,3,1,0,7,13,,,13,8,1,1,2,1,,
OlCICe3f,,FINISHED,02.01.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,2,0,7.5,6.5,Attwell S. (Eng),Selhurst Park (London),25 486,,44%,56%,9,7,4,2,3,6,0%,0%,2,1,3,4,0,3,21,8,,,8,18,2,2,1,3,,
llJ9XduK,,FINISHED,02.01.2021 13:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,3,0,7.6,6.5,Coote D. (Eng),Tottenham Hotspur Stadium (London),62 850,,37%,63%,20,18,7,5,3,5,0%,0%,9,9,4,4,0,1,13,15,,,15,13,5,4,4,1,1,0
riSJAZX6,,FINISHED,01.01.2021 21:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,1,7.5,6.9,Oliver M. (Eng),Old Trafford (Manchester),75 635,,49%,51%,19,15,9,5,5,10,0%,0%,5,6,5,4,1,1,10,24,,,22,10,4,7,4,0,,
