matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,blocked_shots.home,blocked_shots.away,red_cards.home,red_cards.away
UuEjwOGt,,FINISHED,20.04.2024 16:00,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,1,5,6.2,7.6,Gillett J. (Aus),Kenilworth Road (Luton),12 300,11 877,0.25,3.68,52%,48%,6,21,3,9,4,9,0%,0%,1,2,3,12,0,0,6,13,14,17,13,9,4,2,,,,
Ov7ay2og,,FINISHED,20.04.2024 16:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,4,6.6,7.7,Madley A. (Eng),Bramall Lane (Sheffield),32 050,28 964,2.92,1.94,49%,51%,18,16,11,9,11,2,0%,0%,1,0,7,7,2,1,10,12,21,17,10,9,5,10,,,,
KYplrD28,,FINISHED,15.04.2024 21:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,6,0,7.7,5.7,Tierney P. (Eng),Stamford Bridge (London),40 341,39 392,2.92,1.39,59%,41%,14,10,10,2,4,8,0%,0%,1,4,4,8,0,4,19,5,13,16,5,21,2,4,,,,
A33cLkee,,FINISHED,14.04.2024 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,2,6.6,7.3,Coote D. (Eng),Emirates Stadium (London),60 704,60 350,1.49,0.97,51%,49%,18,11,4,2,4,6,0%,0%,3,1,14,9,5,1,7,17,14,14,12,7,0,4,,,,
YykhsXHE,,FINISHED,14.04.2024 15:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,1,6.8,7.5,Kavanagh C. (Eng),Anfield (Liverpool),61 276,60 090,2.97,1.94,70%,30%,21,8,6,5,11,1,0%,0%,1,1,15,3,2,5,13,12,20,21,10,10,4,6,,,,
zL5OZlAl,,FINISHED,14.04.2024 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,2,6.7,7.6,Attwell S. (Eng),London Stadium (London),62 500,62 459,1.02,3.15,58%,42%,15,18,4,10,8,3,0%,0%,1,2,11,8,1,0,10,11,20,8,6,13,8,4,,,,
WC4gMVuk,,FINISHED,13.04.2024 18:30,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,2,7,6.8,Harrington T. (Eng),Vitality Stadium (Bournemouth),11 307,11 229,1.68,1.08,43%,57%,20,8,5,2,7,2,0%,0%,4,0,15,6,1,2,16,14,21,16,13,14,0,3,,,,
vw81K9A1,,FINISHED,13.04.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,2,0,7.2,6.4,Barrott S. (Eng),Brentford Community Stadium (London),17 250,17 115,1.10,0.81,53%,47%,9,8,5,2,3,6,0%,0%,3,1,4,6,3,2,13,10,21,18,8,11,2,3,,,,
IT65JTP7,,FINISHED,13.04.2024 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,6.9,7,Hooper S. (Eng),Turf Moor (Burnley),22 546,20 687,1.74,1.03,44%,56%,11,20,3,8,4,5,0%,0%,1,2,8,12,1,4,12,17,7,8,18,8,7,2,,,,
SbldtiXK,,FINISHED,13.04.2024 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,5,1,7.7,6.3,Brooks J. (Eng),Etihad Stadium (Manchester),55 097,53 449,3.34,0.70,74%,26%,37,4,13,2,12,1,0%,0%,1,0,24,2,0,1,6,7,10,12,7,6,1,8,,,,
dU6KzVfr,,FINISHED,13.04.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,2,7,7.1,Pawson C. (Eng),City Ground (Nottingham),30 404,29 604,1.94,1.01,46%,54%,18,11,9,4,10,1,0%,0%,2,3,9,7,1,1,11,15,19,20,15,10,2,7,,,,
6km0uBnR,,FINISHED,13.04.2024 13:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,4,0,7.5,6.2,Robinson T. (Eng),St. James' Park (Newcastle),52 305,52 206,2.65,0.69,27%,73%,18,11,5,2,16,3,0%,0%,0,4,13,9,1,3,16,9,15,15,14,12,2,1,,,,
EeOMRiIR,,FINISHED,07.04.2024 19:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,3,1,7.3,6.4,Hooper S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 098,1.28,1.31,64%,36%,17,13,7,6,12,2,0%,0%,2,4,10,7,2,2,14,13,11,16,11,12,5,4,,,,
KYOISX2L,,FINISHED,07.04.2024 18:30,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,2,2,7,7.1,Jones R. (Eng),Bramall Lane (Sheffield),32 050,28 638,1.47,0.41,32%,68%,11,6,6,3,7,6,0%,0%,4,2,5,3,0,0,10,11,13,17,12,10,1,4,,,,
trQETDmF,,FINISHED,07.04.2024 16:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,2,2,7.1,7.1,Taylor A. (Eng),Old Trafford (Manchester),75 635,73 522,,,38%,62%,9,28,5,7,6,11,0%,0%,5,2,4,21,3,2,12,12,10,22,9,10,5,3,,,,
zokF8CBk,,FINISHED,06.04.2024 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,3,6.4,7.5,Brooks J. (Eng),Amex Stadium (Brighton),31 876,31 677,0.38,3.55,55%,45%,10,20,2,7,8,7,0%,0%,1,2,8,13,2,2,17,14,13,12,14,13,4,2,,,,
dfjB9hdq,,FINISHED,06.04.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,3,6.8,6.7,Salisbury M. (Eng),Villa Park (Birmingham),42 789,42 218,1.04,1.21,70%,30%,11,8,3,3,11,3,0%,0%,2,2,8,5,0,4,15,15,14,13,15,11,0,0,,,,
WCrO6jt2,,FINISHED,06.04.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,1,0,7.2,6.4,Oliver M. (Eng),Goodison Park (Liverpool),39 572,39 125,0.74,0.41,37%,63%,12,6,3,1,3,5,0%,0%,2,1,9,5,10,1,14,21,20,22,11,13,1,2,,,0,1
pGW5VZI2,,FINISHED,06.04.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,0,1,6.8,7.2,Allison S. (Eng),Craven Cottage (London),29 589,24 418,1.33,0.63,67%,33%,14,12,4,5,14,3,0%,0%,1,2,10,7,0,2,15,8,20,10,10,13,4,4,,,,
O6V9UgY8,,FINISHED,06.04.2024 16:00,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,2,1,7.2,6.7,Madley A. (Eng),Kenilworth Road (Luton),12 300,11 797,1.33,0.30,56%,44%,19,8,9,1,7,2,0%,0%,,,10,7,0,0,15,7,23,22,7,14,0,7,,,,
llFlNBQr,,FINISHED,06.04.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,2,6.7,7.1,Harrington T. (Eng),Molineux Stadium (Wolverhampton),31 750,31 504,1.62,1.23,58%,42%,14,11,7,4,4,4,0%,0%,5,2,7,7,3,0,9,18,22,24,15,7,2,6,,,,
I9vK7WQe,,FINISHED,06.04.2024 13:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,4,6.2,7.3,Tierney P. (Eng),Selhurst Park (London),25 486,25 132,1.40,2.08,24%,76%,7,18,4,8,2,9,0%,0%,1,1,3,10,2,1,4,15,6,20,13,3,4,2,,,,
jgBWGz49,,FINISHED,04.04.2024 21:15,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,4,3,7.1,6.6,Gillett J. (Aus),Stamford Bridge (London),40 341,39 694,2.82,1.54,57%,43%,28,19,10,5,12,3,0%,0%,3,1,18,14,3,0,13,10,15,14,7,15,2,6,,,,
nL4uFEYL,,FINISHED,04.04.2024 20:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,3,1,7.4,6.5,Attwell S. (Eng),Anfield (Liverpool),61 276,60 055,1.74,0.64,83%,17%,29,5,9,3,13,1,0%,0%,0,1,20,2,0,1,9,6,14,7,6,9,2,6,,,,
QB3qEYmS,,FINISHED,03.04.2024 21:15,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,4,1,7.8,6.4,England D. (Eng),Etihad Stadium (Manchester),55 097,53 422,2.66,0.84,67%,33%,25,8,11,3,2,3,0%,0%,1,2,14,5,1,1,14,7,11,9,6,13,2,7,,,,
8AVXeZRq,,FINISHED,03.04.2024 20:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,2,0,7.2,6.4,Pawson C. (Eng),Emirates Stadium (London),60 704,60 262,0.93,0.19,58%,42%,13,5,4,1,3,1,0%,0%,1,1,9,4,1,1,9,13,15,18,12,8,1,2,,,,
2XUyegsj,,FINISHED,03.04.2024 20:30,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,0,7,7.3,Madley A. (Eng),Brentford Community Stadium (London),17 250,17 024,0.56,1.19,33%,67%,5,24,2,6,1,5,0%,0%,1,1,3,18,3,0,12,12,11,10,9,12,6,2,,,,
dWBSHGl3,,FINISHED,02.04.2024 21:15,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,1,7,7.2,Brooks J. (Eng),London Stadium (London),62 500,62 469,1.02,0.89,32%,68%,11,13,4,4,9,5,0%,0%,1,4,7,9,3,1,10,16,16,19,13,9,3,3,,,,
n7P60FJS,,FINISHED,02.04.2024 20:45,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,0,7,6.7,Scott G. (Eng),Vitality Stadium (Bournemouth),11 307,11 207,1.22,0.10,50%,50%,11,3,6,2,9,2,0%,0%,3,2,5,1,0,4,18,13,24,27,13,14,2,5,,,,
tOTufDdd,,FINISHED,02.04.2024 20:45,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,1,7.1,7.2,Bramall T. (Eng),Turf Moor (Burnley),22 546,21 528,0.98,0.84,51%,49%,13,8,6,2,7,4,0%,0%,0,2,7,6,2,5,18,12,23,10,10,12,1,5,,,,
4dFzGfJF,,FINISHED,02.04.2024 20:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,1,7.1,7,Harrington T. (Eng),St. James' Park (Newcastle),52 305,52 135,2.67,1.48,58%,42%,18,10,6,3,7,3,0%,0%,0,3,12,7,2,0,14,11,20,26,9,14,2,5,,,,
IuDOIdZd,,FINISHED,02.04.2024 20:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,3,1,7.4,6.5,Oliver M. (Eng),City Ground (Nottingham),30 404,28 997,1.51,1.24,33%,67%,16,18,4,3,3,8,0%,0%,1,0,12,15,2,0,8,8,16,16,7,8,2,1,,,,
z3ro5w5c,,FINISHED,31.03.2024 17:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,0,7.2,6.8,Taylor A. (Eng),Etihad Stadium (Manchester),55 097,53 422,1.01,0.70,72%,28%,12,6,1,2,7,4,0%,0%,0,2,11,4,2,1,21,13,14,6,9,20,2,1,,,,
Mavs6Jki,,FINISHED,31.03.2024 15:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,1,7.4,6.8,Coote D. (Eng),Anfield (Liverpool),61 276,60 061,2.78,0.43,55%,45%,30,9,8,3,8,4,0%,0%,5,3,22,6,5,3,10,24,15,6,20,6,2,6,,,,
U5ierGcp,,FINISHED,30.03.2024 21:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,7.3,7.2,Hooper S. (Eng),Brentford Community Stadium (London),17 250,17 138,2.67,0.50,47%,53%,31,11,5,5,14,4,0%,0%,3,2,26,6,1,2,15,7,14,15,7,14,4,4,,,,
jLBYarTH,,FINISHED,30.03.2024 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,0,7.2,6.4,Tierney P. (Eng),Villa Park (Birmingham),42 789,42 640,0.81,1.23,48%,52%,11,13,5,3,5,4,0%,0%,3,4,6,10,1,2,21,12,7,15,11,19,3,3,,,,
CUCU0ODB,,FINISHED,30.03.2024 16:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,1,7,6.5,Barrott S. (Eng),Vitality Stadium (Bournemouth),11 307,11 207,1.63,1.08,49%,51%,11,7,4,3,9,8,0%,0%,1,2,7,4,0,4,15,14,19,27,14,11,2,2,,,,
8djaszDj,,FINISHED,30.03.2024 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,2,7.4,7,England D. (Eng),Stamford Bridge (London),40 341,39 535,3.33,1.71,69%,31%,33,18,13,7,12,4,0%,0%,2,4,20,11,3,0,6,14,13,9,12,7,5,11,,,0,2
dIWg3HZ9,,FINISHED,30.03.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,1,7,7.2,Kavanagh C. (Eng),City Ground (Nottingham),30 404,29 520,0.99,1.05,59%,41%,12,10,5,3,4,6,0%,0%,1,1,7,7,4,0,12,18,30,14,14,12,2,4,,,,
Qiyb2ykG,,FINISHED,30.03.2024 16:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,3,3,7.1,6.8,Robinson T. (Eng),Bramall Lane (Sheffield),32 050,30 010,1.66,1.54,26%,74%,8,24,4,9,2,15,0%,0%,4,1,4,15,2,0,11,10,8,17,10,13,6,1,,,,
4rz21e4M,,FINISHED,30.03.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,2,1,7.2,6.5,Gillett J. (Aus),Tottenham Hotspur Stadium (London),62 850,61 534,2.55,0.43,70%,30%,17,7,4,3,3,6,0%,0%,2,4,13,4,1,1,12,16,27,13,16,14,2,2,,,,
IRXk4cK3,,FINISHED,30.03.2024 13:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,4,3,7,6.6,Jones R. (Eng),St. James' Park (Newcastle),52 305,52 199,3.90,1.46,60%,40%,24,10,9,4,3,4,0%,0%,3,1,15,6,1,2,9,10,16,15,9,8,1,5,,,1,0
449M2pqa,,FINISHED,17.03.2024 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,1,7,6.9,Gillett J. (Aus),London Stadium (London),62 500,62 461,1.77,0.54,31%,69%,13,13,5,5,7,10,0%,0%,3,3,8,8,4,2,14,17,12,17,13,12,4,4,,,,
EFG95nat,,FINISHED,16.03.2024 18:30,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,3,0,7.5,6.5,Jones R. (Eng),Craven Cottage (London),29 589,24 410,2.93,2.31,43%,57%,16,14,7,5,4,5,0%,0%,2,3,9,9,2,4,14,11,23,15,9,10,5,4,,,,
bRnenPbI,,FINISHED,16.03.2024 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.4,6.7,Bond D. (Eng),Turf Moor (Burnley),22 546,20 431,2.89,1.09,60%,40%,17,9,6,5,5,4,0%,0%,2,4,11,4,5,3,21,19,15,12,14,17,4,4,,,0,1
rkLD46En,,FINISHED,16.03.2024 16:00,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,1,1,7.2,7,England D. (Eng),Kenilworth Road (Luton),12 300,11 630,0.47,1.54,60%,40%,10,16,4,6,6,7,0%,0%,1,2,6,10,1,2,19,11,17,15,10,17,5,3,,,,
zkobxEe6,,FINISHED,13.03.2024 20:30,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,4,3,7.4,6.9,Allison S. (Eng),Vitality Stadium (Bournemouth),11 307,11 198,2.58,2.09,59%,41%,24,8,10,4,11,3,0%,0%,1,2,14,4,1,1,12,17,25,21,16,11,1,6,,,,
xlGack7J,,FINISHED,11.03.2024 21:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,2,7.2,6.6,Brooks J. (Eng),Stamford Bridge (London),40 341,38 752,1.67,0.83,45%,55%,12,11,8,3,0,4,0%,0%,3,1,4,8,2,2,9,14,17,26,12,7,1,5,,,,
MLiWiTUt,,FINISHED,10.03.2024 16:45,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,1,7.2,6.9,Oliver M. (Eng),Anfield (Liverpool),61 276,59 947,2.82,1.50,53%,47%,19,10,6,6,7,4,0%,0%,0,3,13,4,6,1,10,12,18,16,6,10,5,5,,,,
OWCIY5UI,,FINISHED,10.03.2024 15:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,1,0,7.1,6.5,Salisbury M. (Eng),Amex Stadium (Brighton),31 876,31 505,0.51,0.64,64%,36%,10,9,3,4,6,3,0%,0%,4,4,7,5,1,1,15,15,7,15,14,14,4,2,,,,
Uoevj7ag,,FINISHED,10.03.2024 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,2,7,6.8,England D. (Eng),London Stadium (London),62 500,62 441,1.75,0.58,52%,48%,22,11,4,4,4,3,0%,0%,2,4,18,7,5,2,20,16,25,20,11,18,2,2,,,,
ptEEZoFC,,FINISHED,10.03.2024 14:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,4,6,7.7,Kavanagh C. (Eng),Villa Park (Birmingham),42 789,42 310,0.82,1.78,31%,69%,10,9,1,5,6,4,0%,0%,0,2,9,4,5,2,17,16,16,14,11,15,1,1,,,1,0
2HO9zSa6,,FINISHED,09.03.2024 18:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.2,6.6,Jones R. (Eng),Emirates Stadium (London),60 704,60 331,1.26,0.94,72%,28%,17,9,6,4,10,4,0%,0%,2,4,11,5,1,2,12,10,7,11,9,10,3,4,,,,
lEK5y8p0,,FINISHED,09.03.2024 16:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,2,2,7.2,7.1,Taylor A. (Eng),Vitality Stadium (Bournemouth),11 307,11 074,2.70,1.15,70%,30%,32,13,12,9,10,3,0%,0%,3,5,20,4,1,1,11,13,13,13,12,11,7,10,,,,
GvF3d9MP,,FINISHED,09.03.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,1,1,7,6.9,Gill S. (Eng),Selhurst Park (London),25 486,25 103,2.69,0.57,50%,50%,21,8,4,2,8,6,0%,0%,2,3,17,6,0,1,12,20,17,22,20,11,1,3,,,,
8xfrkREa,,FINISHED,09.03.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,2,1,7.1,6.5,Harrington T. (Eng),Molineux Stadium (Wolverhampton),31 750,30 860,0.46,1.24,48%,52%,8,23,3,7,3,4,0%,0%,2,2,5,16,3,0,11,10,18,11,7,11,6,1,,,,
zPezimpm,,FINISHED,09.03.2024 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,0,7.4,6.6,Hooper S. (Eng),Old Trafford (Manchester),75 635,73 601,2.93,1.26,51%,49%,15,23,8,6,5,8,0%,0%,1,2,7,17,6,1,12,19,12,14,13,11,6,6,,,,
G0McwUFm,,FINISHED,04.03.2024 21:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,6,5.5,7.7,Barrott S. (Eng),Bramall Lane (Sheffield),32 050,29 980,0.26,1.95,19%,81%,4,22,0,10,0,7,0%,0%,1,0,4,12,2,5,9,13,7,17,11,4,4,0,,,,
2gtNqWxK,,FINISHED,03.03.2024 16:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,3,1,7.2,6.4,Madley A. (Eng),Etihad Stadium (Manchester),55 097,55 097,3.15,0.19,73%,27%,27,3,8,1,15,2,0%,0%,0,1,19,2,0,1,11,5,19,4,5,10,0,5,,,,
vL8Uwtk1,,FINISHED,03.03.2024 14:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,0,2,6.3,7.1,Coote D. (Eng),Turf Moor (Burnley),22 546,19 713,1.60,1.19,75%,25%,20,10,6,3,7,2,0%,0%,2,4,14,7,2,4,17,10,29,18,8,13,1,6,,,,
jJxJpCND,,FINISHED,02.03.2024 18:30,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,3,6.5,6.9,Oliver M. (Eng),Kenilworth Road (Luton),12 300,11 594,2.29,1.81,47%,53%,13,12,5,8,8,6,0%,0%,1,4,8,4,3,1,20,11,12,20,8,19,5,3,,,,
0U9QvMZf,,FINISHED,02.03.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,2,2,7.1,7.3,Gillett J. (Aus),Brentford Community Stadium (London),17 250,17 140,2.07,1.66,32%,68%,14,17,5,6,0,6,0%,0%,3,1,9,11,1,4,13,10,21,21,10,9,4,3,,,,
