matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,blocked_shots.home,blocked_shots.away,red_cards.home,red_cards.away
8fDYx047,,FINISHED,02.03.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,3,6.4,7.7,Pawson C. (Eng),Goodison Park (Liverpool),39 572,39 262,2.47,1.21,55%,45%,22,12,11,5,4,5,0%,0%,1,2,11,7,2,1,7,11,20,16,9,6,2,10,,,,
noCxxKJD,,FINISHED,02.03.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,3,0,7.4,6.6,Hooper S. (Eng),Craven Cottage (London),29 589,24 460,1.09,1.11,29%,71%,12,15,5,5,2,6,0%,0%,1,2,7,10,2,4,14,18,13,14,16,10,5,2,,,,
dGuRrjhQ,,FINISHED,02.03.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,3,0,7.3,6.4,Robinson T. (Eng),St. James' Park (Newcastle),52 305,52 206,2.29,0.70,44%,56%,14,12,7,3,3,5,0%,0%,0,1,7,9,0,2,13,8,21,26,8,11,3,4,,,,
bPRhvA0s,,FINISHED,02.03.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,1,6.7,7.4,Tierney P. (Eng),City Ground (Nottingham),30 404,29 603,1.10,2.10,30%,70%,8,22,2,2,3,12,0%,0%,3,2,6,20,2,1,12,13,30,23,11,12,1,2,,,,
fiL1xlVg,,FINISHED,02.03.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,3,1,7.4,6.3,Brooks J. (Eng),Tottenham Hotspur Stadium (London),62 850,61 339,1.58,0.41,78%,22%,14,4,6,1,11,1,0%,0%,1,2,8,3,2,5,21,9,15,10,7,16,0,3,,,,
42GHtr5r,,FINISHED,26.02.2024 21:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,4,2,7.7,6.5,Hooper S. (Eng),London Stadium (London),62 500,62 450,1.56,1.05,41%,59%,17,14,6,8,1,7,0%,0%,1,2,11,6,2,4,13,7,15,24,5,9,6,2,,,,
I5KLu2Kl,,FINISHED,25.02.2024 14:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,1,0,7.5,6.6,Bond D. (Eng),Molineux Stadium (Wolverhampton),31 750,30 789,1.23,0.58,63%,37%,13,12,2,4,5,6,0%,0%,2,1,11,8,1,0,5,7,18,15,8,4,4,1,,,,
vaXgR25e,,FINISHED,24.02.2024 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,4,1,7.2,6.1,Tierney P. (Eng),Emirates Stadium (London),60 704,60 298,2.40,0.14,55%,45%,18,3,8,2,9,0,0%,0%,1,0,10,1,3,2,8,18,15,16,15,6,1,4,,,,
08YkSrjk,,FINISHED,24.02.2024 18:30,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,1,6.7,7.4,Gillett J. (Aus),Vitality Stadium (Bournemouth),11 307,11 184,0.79,1.53,38%,62%,13,15,4,6,3,8,0%,0%,2,2,9,9,3,0,6,16,16,19,14,6,5,4,,,,
MNMbQMK1,,FINISHED,24.02.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,4,2,7.3,6.3,Barrott S. (Eng),Villa Park (Birmingham),42 789,42 422,3.35,2.45,58%,42%,16,10,6,3,7,2,0%,0%,1,2,10,7,1,2,18,8,14,15,7,16,1,2,,,,
zRQ2Ptz8,,FINISHED,24.02.2024 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,1,7.3,7.2,Harrington T. (Eng),Amex Stadium (Brighton),31 876,31 646,1.36,0.28,65%,35%,23,6,7,3,11,3,0%,0%,2,3,16,3,1,3,17,10,11,14,9,14,2,6,,,1,0
SKDlmpSE,,FINISHED,24.02.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,0,7.5,6,Smith L. (Eng),Selhurst Park (London),25 486,24 042,2.67,0.10,56%,44%,15,2,6,0,12,3,0%,0%,3,1,9,2,6,2,16,14,18,16,8,14,0,3,,,0,1
nNTkoOdR,,FINISHED,24.02.2024 16:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,2,6.8,7.4,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 487,1.66,1.10,57%,43%,21,17,9,5,10,9,0%,0%,2,5,12,12,2,1,9,6,14,17,6,11,3,8,,,,
8WUon4sL,,FINISHED,21.02.2024 20:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,4,1,7.8,6.7,Madley A. (Eng),Anfield (Liverpool),61 276,59 896,3.35,1.03,61%,39%,29,12,13,3,13,4,0%,0%,1,4,16,9,2,3,17,17,18,16,15,14,2,9,,,,
lYE0wFcc,,FINISHED,20.02.2024 20:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,1,0,7.5,6.7,England D. (Eng),Etihad Stadium (Manchester),55 097,52 137,2.46,0.34,70%,30%,25,6,11,2,10,1,0%,0%,2,4,14,4,1,3,9,13,14,13,12,6,2,10,,,,
QwIFQVEp,,FINISHED,19.02.2024 21:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,1,7.5,7.1,Tierney P. (Eng),Goodison Park (Liverpool),39 572,38 164,1.66,0.62,63%,37%,19,10,4,4,3,6,0%,0%,0,2,15,6,1,2,14,9,26,37,8,12,3,3,,,,
tn02lZ6i,,FINISHED,18.02.2024 17:30,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,2,6.9,7.1,Coote D. (Eng),Kenilworth Road (Luton),12 300,11 483,1.75,3.11,58%,42%,22,21,4,9,8,6,0%,0%,3,5,18,12,4,1,22,11,12,10,7,21,7,3,,,,
f96Ipi6G,,FINISHED,18.02.2024 15:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,5,5.8,7.7,Attwell S. (Eng),Bramall Lane (Sheffield),32 050,29 522,0.64,3.34,21%,79%,6,24,1,10,5,10,0%,0%,1,4,5,14,2,2,7,5,15,13,3,5,5,1,,,1,0
Kxa6mgMc,,FINISHED,17.02.2024 18:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,1,7.3,7.2,Madley A. (Eng),Etihad Stadium (Manchester),55 097,53 509,2.81,1.42,70%,30%,31,9,5,6,12,1,0%,0%,1,3,26,3,0,5,17,7,19,11,7,12,5,4,,,,
8bVmVB6T,,FINISHED,17.02.2024 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,5,5.9,7.6,Gillett J. (Aus),Turf Moor (Burnley),22 546,21 311,0.28,2.60,35%,65%,8,16,0,7,4,6,0%,0%,2,1,8,9,5,1,9,17,13,16,11,8,2,0,,,,
4UGJPkUj,,FINISHED,17.02.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,2,6.4,7.1,Smith L. (Eng),Craven Cottage (London),29 589,24 401,1.26,1.66,52%,48%,15,12,4,3,4,4,0%,0%,5,2,11,9,2,6,14,12,14,16,11,6,1,3,,,,
EabAnDy4,,FINISHED,17.02.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,2,2,7.1,6.7,Salisbury M. (Eng),St. James' Park (Newcastle),52 305,52 224,2.53,2.16,63%,37%,17,12,5,7,4,2,0%,0%,1,3,12,5,0,3,25,9,20,13,9,23,5,3,,,,
CpHDoXjA,,FINISHED,17.02.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,0,7.5,6.3,Bramall T. (Eng),City Ground (Nottingham),30 404,29 489,2.79,0.60,48%,52%,19,10,8,3,5,2,0%,0%,4,6,11,7,1,1,16,14,19,15,13,15,3,6,,,0,1
WYToTOzq,,FINISHED,17.02.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,2,6.8,7.2,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 532,1.12,1.59,71%,29%,15,12,4,7,10,4,0%,0%,0,1,11,5,1,2,15,9,19,10,8,13,5,3,,,,
feRqWiiN,,FINISHED,17.02.2024 13:30,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,4,6.4,7.3,Oliver M. (Eng),Brentford Community Stadium (London),17 250,17 193,1.31,2.11,37%,63%,15,15,6,8,1,6,0%,0%,2,1,9,7,3,2,20,7,16,15,4,18,4,5,,,,
I9G5IYMN,,FINISHED,12.02.2024 21:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,3,6.4,7.5,Oliver M. (Eng),Selhurst Park (London),25 486,25 110,0.50,1.24,23%,77%,13,14,4,5,1,7,0%,0%,2,2,9,9,2,4,11,16,11,25,14,7,2,3,,,,
vJH1JE7H,,FINISHED,11.02.2024 17:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,2,6.7,7.6,Jones R. (Eng),Villa Park (Birmingham),42 789,42 185,2.77,1.81,56%,44%,23,17,10,5,10,8,0%,0%,3,2,13,12,0,6,13,9,14,7,9,7,3,9,,,,
YuwyYDMA,,FINISHED,11.02.2024 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,6,5.7,8.2,Pawson C. (Eng),London Stadium (London),62 500,62 474,0.30,3.65,29%,71%,5,25,1,12,2,6,0%,0%,4,0,4,13,2,2,13,19,14,8,17,11,6,1,,,,
nPvTZZib,,FINISHED,10.02.2024 18:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,3,6.3,7.3,Taylor A. (Eng),City Ground (Nottingham),30 404,29 451,1.17,0.50,38%,62%,13,7,3,5,4,4,0%,0%,1,2,10,2,3,0,6,12,24,15,9,6,2,1,,,,
zoBAHhxU,,FINISHED,10.02.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,3,1,7.7,6.7,England D. (Eng),Craven Cottage (London),29 589,24 271,1.41,2.30,50%,50%,7,25,6,4,1,13,0%,0%,1,2,1,21,1,3,14,12,16,22,11,11,3,3,,,,
xfcxDCpo,,FINISHED,10.02.2024 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,1,7.6,6.5,Robinson T. (Eng),Anfield (Liverpool),61 276,59 896,2.20,0.61,71%,29%,25,9,10,4,9,3,0%,0%,3,2,15,5,2,2,15,13,17,13,11,13,3,7,,,,
jcoKydNo,,FINISHED,10.02.2024 16:00,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,1,3,6.5,7.2,Kavanagh C. (Eng),Kenilworth Road (Luton),12 300,11 138,1.67,1.71,75%,25%,20,7,5,3,13,1,0%,0%,1,2,15,4,2,0,12,9,24,24,7,12,0,4,,,,
QFwXYg74,,FINISHED,10.02.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,1,7.1,6.7,Barrott S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 445,1.54,1.25,52%,48%,16,6,6,3,9,6,0%,0%,2,3,10,3,4,6,19,18,24,23,14,13,2,4,,,,
CWyuXXyH,,FINISHED,10.02.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,0,2,6.7,7.4,Hooper S. (Eng),Molineux Stadium (Wolverhampton),31 750,30 731,1.02,1.92,72%,28%,17,9,5,6,7,4,0%,0%,2,3,12,3,1,0,9,12,28,12,11,9,4,5,,,,
40kOzGxh,,FINISHED,10.02.2024 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,0,7.4,6.5,Brooks J. (Eng),Etihad Stadium (Manchester),55 097,52 187,1.38,0.24,72%,28%,19,5,3,1,9,0,0%,0%,0,2,16,4,1,2,13,7,22,18,6,11,1,1,,,,
QFiS4FhO,,FINISHED,05.02.2024 21:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,3,6.7,7.6,Gillett J. (Aus),Brentford Community Stadium (London),17 250,17 096,1.08,2.35,28%,72%,9,25,3,15,8,13,0%,0%,1,0,6,10,2,0,4,4,8,20,2,4,12,2,,,,
WhhO5ewI,,FINISHED,04.02.2024 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,3,1,7.1,6.4,Taylor A. (Eng),Emirates Stadium (London),60 704,60 374,3.68,0.46,43%,57%,15,10,7,1,2,4,0%,0%,6,4,8,9,3,1,12,14,21,29,11,11,1,4,,,0,1
h2gK6yOB,,FINISHED,04.02.2024 15:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,1,1,6.9,7.1,Welch R. (Eng),Vitality Stadium (Bournemouth),11 307,11 200,1.05,0.59,44%,56%,9,8,2,6,11,6,0%,0%,3,2,7,2,1,1,12,17,28,17,19,12,5,1,,,1,0
rXLtOxgn,,FINISHED,04.02.2024 15:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,4,6.5,7.3,Robinson T. (Eng),Stamford Bridge (London),40 341,39 628,1.94,2.01,64%,36%,15,14,6,7,10,1,0%,0%,3,2,9,7,3,0,11,16,22,16,15,11,3,4,,,,
jcPlMGNb,,FINISHED,04.02.2024 15:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,3,0,7.4,6.6,Madley A. (Eng),Old Trafford (Manchester),75 635,73 612,0.81,1.74,51%,49%,12,22,5,3,5,8,0%,0%,0,1,7,19,1,0,5,11,13,19,10,5,3,2,,,,
pdIcKfhB,,FINISHED,03.02.2024 18:30,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,5,5.8,7.9,Tierney P. (Eng),Bramall Lane (Sheffield),32 050,28 978,1.27,2.34,34%,66%,10,14,5,10,3,4,0%,0%,1,0,5,4,6,0,7,16,14,17,10,7,5,5,,,,
vJeW3Z7U,,FINISHED,03.02.2024 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,4,1,7.6,6.2,Hooper S. (Eng),Amex Stadium (Brighton),31 876,31 345,1.68,0.32,69%,31%,13,7,6,5,3,2,0%,0%,1,3,7,2,2,2,16,10,14,17,8,14,4,2,,,,
4tNxPIwt,,FINISHED,03.02.2024 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,2,2,6.9,7.1,Bond D. (Eng),Turf Moor (Burnley),22 546,20 203,1.72,1.21,44%,56%,12,15,4,7,2,13,0%,0%,2,2,8,8,1,1,8,12,27,31,11,7,5,2,,,,
YLEgLzw5,,FINISHED,03.02.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,4,4,6.8,7.1,Bramall T. (Eng),St. James' Park (Newcastle),52 305,52 211,2.17,1.99,54%,46%,19,11,6,8,8,2,0%,0%,2,2,13,3,0,0,16,13,19,12,13,16,4,2,,,,
C6QpNd8h,,FINISHED,03.02.2024 13:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,2,7.2,7,Oliver M. (Eng),Goodison Park (Liverpool),39 572,39 321,2.49,0.90,43%,57%,14,9,5,6,9,5,0%,0%,3,0,9,3,5,1,13,12,27,27,8,14,4,3,,,,
vPKBAJOn,,FINISHED,01.02.2024 21:15,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,3,4,6.7,7.2,Gillett J. (Aus),Molineux Stadium (Wolverhampton),31 750,31 641,2.13,2.73,53%,47%,16,21,7,8,4,5,0%,0%,2,5,9,13,1,2,12,11,13,19,10,10,4,4,,,,
d0V6Ba9t,,FINISHED,01.02.2024 20:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,1,1,7.1,7,Robinson T. (Eng),London Stadium (London),62 500,62 451,1.15,1.09,49%,51%,9,9,3,4,1,5,0%,0%,1,3,6,5,1,3,14,14,25,31,13,11,3,2,,,,
nkOJ8cga,,FINISHED,31.01.2024 21:15,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,4,1,7.6,6.3,Tierney P. (Eng),Anfield (Liverpool),61 276,57 524,2.90,0.54,51%,49%,28,4,13,3,8,1,0%,0%,2,4,15,1,3,3,19,18,10,11,15,16,2,9,,,,
QuNN7H85,,FINISHED,31.01.2024 20:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,1,7.5,6.2,Barrott S. (Eng),Etihad Stadium (Manchester),55 097,53 099,1.76,1.39,74%,26%,14,8,4,3,7,3,0%,0%,2,2,10,5,3,3,16,6,17,9,3,13,2,1,,,,
fiquGu1P,,FINISHED,31.01.2024 20:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,2,7.1,6.5,Coote D. (Eng),Tottenham Hotspur Stadium (London),62 850,61 210,3.26,1.93,68%,32%,19,9,5,5,5,3,0%,0%,2,3,14,4,2,3,18,15,15,17,13,15,3,2,,,,
Yobpfbv6,,FINISHED,30.01.2024 21:15,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,3,6.3,7.4,Brooks J. (Eng),Villa Park (Birmingham),42 789,42 191,1.39,2.54,61%,39%,12,14,6,5,8,7,0%,0%,4,1,6,9,2,4,16,16,23,7,14,12,2,5,,,,
hSOF9wvg,,FINISHED,30.01.2024 21:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,3,2,7.4,6.7,Harrington T. (Eng),Selhurst Park (London),25 486,24 781,1.29,0.72,53%,47%,12,9,4,5,11,1,0%,0%,1,4,8,4,2,1,19,9,24,30,8,18,3,1,,,,
pM1lgIgC,,FINISHED,30.01.2024 20:45,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,0,7.3,7.2,Bramall T. (Eng),Craven Cottage (London),29 589,24 376,1.82,1.25,70%,30%,25,21,6,4,15,6,0%,0%,1,2,19,17,3,2,15,10,18,12,6,13,4,6,,,,
Spighx9I,,FINISHED,30.01.2024 20:45,Luton,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,4,0,7.7,6.2,Jones R. (Eng),Kenilworth Road (Luton),12 300,10 994,2.59,0.76,41%,59%,18,9,8,2,7,4,0%,0%,2,2,10,7,4,1,15,17,26,25,13,14,2,4,,,,
6yjcidOO,,FINISHED,30.01.2024 20:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,2,6.6,7.3,Hooper S. (Eng),City Ground (Nottingham),30 404,29 387,0.36,1.25,27%,73%,9,19,3,3,2,10,0%,0%,0,1,6,16,1,3,10,7,16,10,6,7,1,2,,,,
d20Di5I7,,FINISHED,22.01.2024 20:45,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,0,7.2,7,Pawson C. (Eng),Amex Stadium (Brighton),31 876,31 505,1.39,1.59,71%,29%,11,8,4,3,8,2,0%,0%,1,4,7,5,3,1,13,14,19,12,10,13,3,4,,,,
Wf31f7Yl,,FINISHED,21.01.2024 17:30,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,4,6.5,7.7,Madley A. (Eng),Vitality Stadium (Bournemouth),11 307,11 228,1.52,1.71,39%,61%,11,14,1,7,8,5,0%,0%,1,2,10,7,1,0,12,10,25,22,9,12,3,1,,,,
vPbtevPa,,FINISHED,21.01.2024 15:00,Sheffield Utd,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,2,6.9,7,Salisbury M. (Eng),Bramall Lane (Sheffield),32 050,29 164,2.05,2.18,57%,43%,21,16,6,5,4,1,0%,0%,3,3,15,11,1,2,10,11,28,26,11,10,3,4,,,1,1
IB19ho31,,FINISHED,20.01.2024 18:30,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,3,2,7.2,6.5,England D. (Eng),Brentford Community Stadium (London),17 250,17 077,1.47,1.22,48%,52%,11,12,5,3,6,4,0%,0%,1,3,6,9,0,2,13,10,22,16,10,14,1,2,,,,
Ao25gRme,,FINISHED,20.01.2024 13:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,5,0,7.7,6.3,Tierney P. (Eng),Emirates Stadium (London),60 704,60 284,3.50,0.38,61%,39%,22,12,7,5,6,7,0%,0%,,,15,7,5,2,14,13,12,12,8,12,5,2,,,,
rc5Xd0fm,,FINISHED,14.01.2024 17:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,2,7,7.1,Brooks J. (Eng),Old Trafford (Manchester),75 635,73 489,0.91,1.46,36%,64%,9,16,2,6,8,13,0%,0%,2,1,7,10,3,4,9,11,20,17,8,5,4,0,,,,
466Tctus,,FINISHED,14.01.2024 15:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,0,7.1,7.1,Coote D. (Eng),Goodison Park (Liverpool),39 572,39 284,1.28,1.02,31%,69%,10,16,2,5,4,5,0%,0%,1,4,8,11,5,1,15,18,17,34,13,14,5,2,,,,
