matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,shots_off_target.home,shots_off_target.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,yellow_cards.home,yellow_cards.away,red_cards.home,red_cards.away,blocked_shots.home,blocked_shots.away
pMLQXAgd,,FINISHED,30.04.2023 15:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.2,6.5,Taylor A. (Eng),St. James' Park (Newcastle),52 305,52 234,4.69,0.89,64%,36%,22,4,5,3,11,2,,,17,1,1,2,,,,,7,10,2,2,1,4,,
pIDXfseh,,FINISHED,29.04.2023 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,2,1,7,6.6,Bankes P. (Eng),Brentford Community Stadium (London),17 250,17 080,1.77,0.81,69%,31%,14,5,8,3,6,0,,,6,2,1,1,,,,,6,12,2,6,1,2,,
O8Cyf1Ab,,FINISHED,29.04.2023 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,6,0,7.8,5.8,Coote D. (Eng),Amex Stadium (Brighton),31 876,31 584,3.58,0.76,57%,43%,22,10,8,2,2,5,,,14,8,2,0,,,,,14,11,2,2,1,1,,
6X1tgLP4,,FINISHED,29.04.2023 13:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,4,3,7.3,6.4,Pawson C. (Eng),Selhurst Park (London),25 486,25 148,2.23,2.02,60%,40%,16,8,6,4,8,5,,,10,4,1,1,,,,,8,17,1,2,1,2,,
ClR1sOQh,,FINISHED,27.04.2023 21:15,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,2,7.2,7.3,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 586,2.36,2.17,40%,60%,18,17,7,8,6,8,,,11,9,2,3,,,,,8,7,6,5,1,2,,
EDoRmQmP,,FINISHED,27.04.2023 20:45,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,4,6.4,7.3,Marriner A. (Eng),Goodison Park (Liverpool),39 572,39 248,0.69,2.58,40%,60%,13,15,5,8,3,14,,,8,7,3,1,,,,,8,6,4,4,2,1,,
bRvFx0uO,,FINISHED,27.04.2023 20:45,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,0,1,6.8,7.3,England D. (Eng),St. Mary's Stadium (Southampton),32 384,30 414,0.53,1.05,56%,44%,11,16,2,2,6,4,,,9,14,4,2,,,,,9,11,1,2,0,3,,
CUrJyKfU,,FINISHED,26.04.2023 21:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,4,1,7.4,6.2,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,53 482,2.22,0.52,52%,48%,14,8,9,2,1,3,85%,85%,3,3,0,1,13,11,12,13,13,13,1,5,3,1,,,2,3
44uBwtQH,,FINISHED,26.04.2023 20:45,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,0,2,6.7,6.9,Madley A. (Eng),Stamford Bridge (London),40 341,39 929,1.41,1.13,73%,27%,15,7,4,1,5,2,88%,66%,8,5,0,2,12,4,23,28,5,13,0,4,1,2,,,3,1
6BQ5trta,,FINISHED,26.04.2023 20:45,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,2,6.6,7.6,Kavanagh C. (Eng),London Stadium (London),62 500,62 473,0.83,2.16,27%,73%,7,20,2,4,3,6,70%,87%,4,9,1,1,9,7,18,16,6,8,2,1,,,,,1,7
boNcr4Bn,,FINISHED,26.04.2023 20:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,3,1,7.2,6.6,Gillett J. (Aus),City Ground (Nottingham),30 404,28 808,2.67,2.55,25%,75%,12,17,5,7,2,7,67%,87%,5,6,1,2,8,8,17,18,7,8,6,2,2,0,,,2,4
GMXhqpdt,,FINISHED,25.04.2023 21:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7.1,6.9,Tierney P. (Eng),Elland Road (Leeds),37 792,36 666,1.82,2.25,41%,59%,13,15,3,3,3,6,64%,73%,6,6,4,6,19,15,23,30,14,15,2,2,4,2,,,4,6
QDt7vMAB,,FINISHED,25.04.2023 20:45,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,0,7.2,6.5,Bramall T. (Eng),Villa Park (Birmingham),42 789,41 046,1.04,0.11,52%,48%,14,1,3,0,8,2,84%,81%,4,1,0,5,23,6,15,18,6,18,0,2,3,2,,,7,0
p2P9u2e5,,FINISHED,25.04.2023 20:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,0,7.2,6.4,Jones R. (Eng),Molineux Stadium (Wolverhampton),31 750,30 792,1.46,0.79,41%,59%,9,14,3,4,6,11,74%,82%,4,4,2,1,14,14,12,30,13,14,4,1,5,4,,,2,6
6Z2pym4J,,FINISHED,23.04.2023 15:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,4,6.5,7.8,Taylor A. (Eng),Vitality Stadium (Bournemouth),11 307,10 465,1.22,2.49,64%,36%,17,18,5,10,8,5,87%,78%,7,4,0,3,12,7,24,13,7,8,6,5,1,2,,,5,4
QchqPtBO,,FINISHED,23.04.2023 15:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,6,1,7.7,5.9,Coote D. (Eng),St. James' Park (Newcastle),52 305,52 252,3.89,1.08,57%,43%,25,11,8,3,9,3,86%,79%,5,5,2,0,13,9,12,21,7,13,2,2,0,3,,,12,3
xIgGVQRt,,FINISHED,22.04.2023 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,1,7,7,Salisbury M. (Eng),Brentford Community Stadium (London),17 250,17 098,2.97,2.06,42%,58%,16,14,5,2,8,4,67%,78%,6,11,6,3,9,19,19,8,12,8,1,4,3,2,,,5,1
YqmPT4dg,,FINISHED,22.04.2023 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,0,7.2,7,Brooks J. (Eng),Selhurst Park (London),25 486,25 202,0.53,0.45,57%,43%,12,10,2,5,8,1,75%,67%,5,3,1,3,15,12,26,26,12,14,5,2,1,3,0,1,5,2
6coXRrR5,,FINISHED,22.04.2023 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,1,7.3,6.6,Madley A. (Eng),King Power Stadium (Leicester),32 261,32 053,2.61,0.97,42%,58%,15,16,8,3,1,7,73%,80%,4,7,1,3,18,18,18,22,17,16,2,6,1,3,,,3,6
4r4zR2tC,,FINISHED,22.04.2023 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,3,2,7.4,6.4,Oliver M. (Eng),Anfield (Liverpool),61 276,53 254,3.09,0.89,81%,19%,18,11,6,5,9,3,88%,53%,7,5,2,3,15,11,28,18,9,12,3,3,0,1,,,5,1
CznTSOBa,,FINISHED,22.04.2023 13:30,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,2,1,7.2,6.6,Bankes P. (Eng),Craven Cottage (London),29 589,24 356,1.79,1.03,49%,51%,12,10,5,2,8,6,75%,72%,3,4,5,2,19,15,22,12,10,15,1,3,1,4,,,4,4
Kx7lz7JP,,FINISHED,21.04.2023 21:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,3,7.1,7,Hooper S. (Eng),Emirates Stadium (London),60 704,60 175,3.01,1.52,74%,26%,25,8,6,6,7,2,85%,64%,11,1,1,2,14,11,24,11,10,14,3,3,1,5,,,8,1
n5nuYbWs,,FINISHED,17.04.2023 21:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,6,6,7.6,Pawson C. (Eng),Elland Road (Leeds),37 792,36 657,1.45,2.67,26%,74%,13,13,3,7,4,2,69%,89%,7,4,1,2,13,5,16,22,6,12,1,2,0,1,,,3,2
fVkmWx1f,,FINISHED,16.04.2023 17:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,2,6.5,7.5,Hooper S. (Eng),City Ground (Nottingham),30 404,29 435,0.75,3.84,32%,68%,6,22,0,8,4,9,65%,83%,4,9,1,3,12,7,19,25,9,9,6,0,2,2,,,2,5
OAw0TzoD,,FINISHED,16.04.2023 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,2,6.9,7.1,Coote D. (Eng),London Stadium (London),62 500,62 475,1.93,3.09,28%,72%,16,11,3,5,7,2,69%,87%,6,4,4,1,7,12,26,20,11,8,3,1,1,2,,,7,2
tSoqXIol,,FINISHED,15.04.2023 18:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,3,1,7.5,6.3,England D. (Eng),Etihad Stadium (Manchester),55 097,53 329,2.19,2.38,71%,29%,12,10,4,4,6,2,92%,80%,5,3,0,3,7,7,18,15,8,8,3,1,1,1,,,3,3
SK58wL8K,,FINISHED,15.04.2023 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,2,6.7,7.1,Jones R. (Eng),Stamford Bridge (London),40 341,40 126,0.64,2.33,42%,58%,8,26,2,10,2,8,81%,86%,5,10,1,1,10,13,13,17,11,11,8,1,2,2,,,1,6
pd0DxuOQ,,FINISHED,15.04.2023 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,3,6.6,7.5,Taylor A. (Eng),Goodison Park (Liverpool),39 572,39 241,1.37,1.88,46%,54%,15,21,7,7,4,7,74%,75%,6,9,1,0,6,12,18,22,10,6,4,6,3,2,,,2,5
xfuhVdG0,,FINISHED,15.04.2023 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,2,6.6,7.2,Oliver M. (Eng),St. Mary's Stadium (Southampton),32 384,30 309,0.83,0.87,58%,42%,11,9,4,2,6,2,84%,76%,4,4,3,1,14,9,18,14,6,13,0,4,3,1,,,3,3
GpvdUGV6,,FINISHED,15.04.2023 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,2,3,6.7,7.4,Madley A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 369,2.18,1.01,57%,43%,24,9,8,6,8,1,81%,76%,8,2,1,1,10,9,19,11,8,9,3,6,1,3,,,8,1
21x4Sf0J,,FINISHED,15.04.2023 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,0,7.2,6.7,Tierney P. (Eng),Molineux Stadium (Wolverhampton),31 750,30 769,0.78,1.26,51%,49%,11,10,9,3,5,2,79%,81%,0,3,0,1,9,12,16,26,12,8,3,7,1,1,,,2,4
lU64v1gE,,FINISHED,15.04.2023 13:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,0,7.4,6.3,Brooks J. (Eng),Villa Park (Birmingham),42 789,42 055,1.99,0.61,52%,48%,16,8,6,2,7,2,78%,78%,6,3,1,4,19,13,22,20,13,15,2,3,1,1,,,4,3
Y1M5JaHl,,FINISHED,09.04.2023 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,2,7.1,7.1,Tierney P. (Eng),Anfield (Liverpool),61 276,53 267,4.32,1.54,59%,41%,21,9,6,5,5,4,82%,77%,10,2,2,2,11,11,12,13,11,11,3,4,4,4,,,5,2
ED9Xy8XF,,FINISHED,09.04.2023 15:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,5,6.6,7.9,Hooper S. (Eng),Elland Road (Leeds),37 792,36 427,0.97,3.29,48%,52%,11,16,7,8,2,4,76%,75%,4,4,2,2,10,13,24,28,11,8,3,6,3,1,,,0,4
tSPDHwn1,,FINISHED,08.04.2023 18:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,4,6.1,7.1,Jones R. (Eng),St. Mary's Stadium (Southampton),32 384,30 963,0.39,2.89,27%,73%,4,13,1,8,0,10,75%,89%,2,2,0,2,12,5,10,18,6,10,4,0,0,2,,,1,3
Sd7LvAmc,,FINISHED,08.04.2023 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,2,0,7.2,6.2,Taylor A. (Eng),Villa Park (Birmingham),42 789,42 076,1.40,0.28,65%,35%,8,6,3,2,1,8,86%,66%,4,1,1,7,24,8,19,26,7,17,2,1,3,4,,,1,3
6m6PwU23,,FINISHED,08.04.2023 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,2,6.6,7.1,Kavanagh C. (Eng),Brentford Community Stadium (London),17 250,17 107,2.92,1.21,41%,59%,12,10,6,4,6,5,75%,83%,4,4,2,2,13,12,19,12,10,15,2,5,0,2,,,2,2
0A5TxlI9,,FINISHED,08.04.2023 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,1,6.7,7.3,Gillett J. (Aus),Craven Cottage (London),29 589,24 491,0.77,1.22,77%,23%,16,9,3,5,11,4,88%,62%,2,4,0,2,12,8,24,17,10,12,4,3,1,1,,,11,0
fBN1Ku2r,,FINISHED,08.04.2023 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,0,1,6.8,7.3,Coote D. (Eng),King Power Stadium (Leicester),32 261,32 094,0.75,2.48,51%,49%,14,19,4,7,6,6,75%,79%,8,2,3,2,14,11,27,24,10,13,6,4,0,3,,,2,10
OjFIGc17,,FINISHED,08.04.2023 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,1,7.1,6.7,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 405,0.93,1.52,35%,65%,9,17,3,4,3,7,77%,87%,4,5,2,1,16,15,10,14,15,15,3,1,3,1,,,2,8
zRIMFHGD,,FINISHED,08.04.2023 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,0,7.1,6.9,Bankes P. (Eng),Molineux Stadium (Wolverhampton),31 750,31 614,0.62,1.16,38%,62%,9,13,4,1,8,8,75%,84%,3,4,2,1,11,16,16,23,14,10,1,3,2,5,,,2,8
2yR9IJWf,,FINISHED,08.04.2023 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,0,7.6,6.8,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 509,3.84,1.17,64%,36%,29,15,11,1,10,4,87%,71%,10,6,3,2,12,12,20,16,10,9,1,9,,,,,8,8
nBTSprFf,,FINISHED,05.04.2023 21:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,1,0,7.5,6.6,Brooks J. (Eng),Old Trafford (Manchester),75 635,73 309,1.31,0.77,65%,35%,18,6,3,1,12,3,86%,76%,8,4,3,1,13,11,12,11,8,13,1,2,3,2,,,7,1
U3hSY7oJ,,FINISHED,05.04.2023 21:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,5,6.3,7.6,Pawson C. (Eng),London Stadium (London),62 500,62 470,0.88,3.39,42%,58%,7,15,2,8,7,6,74%,81%,3,5,0,0,10,11,14,15,11,12,3,1,2,1,,,2,2
trMpik1m,,FINISHED,04.04.2023 21:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,0,7.4,6.9,Taylor A. (Eng),Stamford Bridge (London),40 341,40 093,2.29,0.38,50%,50%,12,7,3,4,3,5,84%,84%,7,0,4,3,19,10,18,23,6,17,4,3,1,4,,,2,3
djISpEvE,,FINISHED,04.04.2023 20:45,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,2,6.7,7.5,Bond D. (Eng),Vitality Stadium (Bournemouth),11 307,10 266,2.07,2.98,36%,64%,14,16,3,6,5,5,78%,87%,6,9,1,0,3,10,17,20,11,5,4,3,1,1,,,5,1
llc7wWWm,,FINISHED,04.04.2023 20:45,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,2,1,7.6,6.7,Jones R. (Eng),Elland Road (Leeds),37 792,36 740,2.09,0.85,63%,37%,21,13,6,1,11,4,81%,67%,6,4,3,3,13,14,21,25,11,13,0,4,1,4,,,9,8
0O0Bxjnf,,FINISHED,04.04.2023 20:45,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,2,6.4,7.2,Scott G. (Eng),King Power Stadium (Leicester),32 261,32 087,0.52,1.11,36%,64%,9,15,4,5,4,8,74%,88%,4,5,2,1,15,13,8,19,10,14,3,3,4,0,1,0,1,5
ld76N8IM,,FINISHED,03.04.2023 21:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,1,7,7.2,Coote D. (Eng),Goodison Park (Liverpool),39 572,39 294,0.93,1.57,39%,61%,15,8,6,2,3,3,80%,84%,5,5,1,3,14,10,13,16,10,14,1,5,0,3,1,1,4,1
8tlwIntp,,FINISHED,02.04.2023 17:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,0,7.5,6.7,Attwell S. (Eng),St. James' Park (Newcastle),52 305,52 268,3.86,0.46,46%,54%,22,6,6,1,7,4,77%,81%,9,3,1,0,10,8,26,19,8,12,1,4,,,,,7,2
tfnoGQAd,,FINISHED,02.04.2023 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,0,7.4,6.9,Tierney P. (Eng),London Stadium (London),62 500,62 465,1.47,0.42,43%,57%,12,9,2,3,5,3,73%,84%,7,4,1,1,11,11,27,28,10,11,3,1,0,2,,,3,2
tW3bPUmA,,FINISHED,01.04.2023 18:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,2,6.9,7.5,Madley A. (Eng),Stamford Bridge (London),40 341,40 082,2.28,0.88,69%,31%,27,5,8,2,13,2,91%,75%,15,3,2,0,16,16,19,10,14,16,0,8,3,3,,,4,0
KGFkRjJc,,FINISHED,01.04.2023 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,4,1,7.6,6.3,England D. (Eng),Emirates Stadium (London),60 704,60 283,3.72,0.85,67%,33%,13,7,6,5,4,3,86%,72%,2,1,5,1,13,16,14,20,11,13,4,2,0,2,,,5,1
8tCoSW3i,,FINISHED,01.04.2023 16:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,2,1,7,6.7,Bankes P. (Eng),Vitality Stadium (Bournemouth),11 307,10 305,2.53,0.92,43%,57%,12,10,7,2,4,3,77%,85%,3,6,1,1,14,15,13,18,15,13,1,5,1,4,,,2,2
2u5fQAY3,,FINISHED,01.04.2023 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,3,7.2,7.2,Oliver M. (Eng),Amex Stadium (Brighton),31 876,31 493,4.85,1.49,72%,28%,33,7,15,5,14,0,87%,66%,8,1,2,2,11,18,17,7,16,10,2,12,2,1,,,10,1
A582Ol3G,,FINISHED,01.04.2023 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,1,7.3,6.6,Robinson T. (Eng),Selhurst Park (London),25 486,25 143,2.47,0.24,51%,49%,31,3,9,2,10,1,80%,78%,8,0,1,2,18,13,27,11,12,16,1,7,3,4,,,14,1
23msH6ej,,FINISHED,01.04.2023 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,1,7.1,7.1,Kavanagh C. (Eng),City Ground (Nottingham),30 404,29 368,1.37,0.51,28%,72%,17,8,7,1,4,3,69%,85%,7,3,2,0,12,16,18,20,14,13,0,6,3,5,,,3,4
WKdBMSXS,,FINISHED,01.04.2023 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,4,1,7.3,6.3,Hooper S. (Eng),Etihad Stadium (Manchester),55 097,52 877,1.91,0.29,68%,32%,17,4,8,1,7,1,92%,82%,3,0,3,5,16,12,15,5,9,12,0,4,1,1,,,6,3
t6h4FgKo,,FINISHED,19.03.2023 15:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,4,1,7.5,6.4,Attwell S. (Eng),Emirates Stadium (London),60 704,60 247,1.57,0.64,62%,38%,15,9,5,5,5,4,87%,78%,5,1,2,2,12,8,13,15,8,10,4,1,0,1,,,5,3
lxuLBBJA,,FINISHED,18.03.2023 18:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,2,7.1,7,England D. (Eng),Stamford Bridge (London),40 341,40 025,2.56,1.54,69%,31%,20,12,7,3,8,2,84%,68%,3,4,2,1,11,10,19,25,8,12,1,5,2,2,,,10,5
Kdi8EDZi,,FINISHED,18.03.2023 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,3,0,7.6,6.5,Jones R. (Eng),Villa Park (Birmingham),42 789,41 021,3.20,0.59,56%,44%,20,9,9,3,9,6,85%,84%,3,3,0,2,15,8,19,13,8,13,3,6,1,4,,,8,3
SMjCDXlb,,FINISHED,18.03.2023 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,1,7.2,7.2,Bond D. (Eng),Brentford Community Stadium (London),17 250,17 006,0.60,1.29,53%,47%,11,14,2,1,8,4,77%,79%,2,6,1,3,13,9,19,18,10,11,0,1,3,2,1,0,7,7
