matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,big_chances.home,big_chances.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,xg_on_target_(xgot).home,xg_on_target_(xgot).away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,shots_inside_the_box.home,shots_inside_the_box.away,shots_outside_the_box.home,shots_outside_the_box.away,hit_the_woodwork.home,hit_the_woodwork.away,touches_in_opposition_box.home,touches_in_opposition_box.away,accurate_through_passes.home,accurate_through_passes.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,long_passes.home,long_passes.away,passes_in_final_third.home,passes_in_final_third.away,crosses.home,crosses.away,expected_assists_(xa).home,expected_assists_(xa).away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,tackles.home,tackles.away,duels_won.home,duels_won.away,clearances.home,clearances.away,interceptions.home,interceptions.away,errors_leading_to_shot.home,errors_leading_to_shot.away,errors_leading_to_goal.home,errors_leading_to_goal.away,goalkeeper_saves.home,goalkeeper_saves.away,xgot_faced.home,xgot_faced.away,goals_prevented.home,goals_prevented.away,red_cards.home,red_cards.away,headed_goals.home,headed_goals.away
YXAOeg7k,,FINISHED,05.10.2024 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,1,0,7.2,6.6,Bond D. (Eng),King Power Stadium (Leicester),32 261,31 706,0.57,1.17,44%,56%,6,17,2,2,,,0,9,0%,0%,4,1,,,4,11,0,4,,,,,,,,,,,2,3,16,13,,,,,,,,,29,20,12,14,,,,,,,,,,,,,2,1,,,,,,,,
tbEWgXy2,,FINISHED,05.10.2024 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,3,2,7.2,6.5,Bankes P. (Eng),Etihad Stadium (Manchester),55 097,55 017,1.59,2.01,58%,42%,20,11,7,4,,,8,3,0%,0%,2,1,,,5,2,8,5,,,,,,,,,,,0,3,11,4,,,,,,,,,11,13,4,10,,,,,,,,,,,,,2,4,,,,,,,,
d6dJHzU8,,FINISHED,05.10.2024 16:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,4,1,7.4,6.4,Taylor A. (Eng),London Stadium (London),62 500,62 467,3.18,0.64,53%,47%,23,9,13,2,,,5,5,0%,0%,0,1,,,6,4,4,3,,,,,,,,,,,3,1,7,15,,,,,,,,,14,28,12,6,,,,,,,,,,,,,1,9,,,,,,,,
r3Wq3yFF,,FINISHED,05.10.2024 13:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,1,6.4,7.3,Hooper S. (Eng),Selhurst Park (London),25 486,25 185,0.79,1.27,32%,68%,9,16,5,4,,,3,8,0%,0%,4,2,,,4,7,0,5,,,,,,,,,,,1,0,15,7,,,,,,,,,12,24,7,15,,,,,,,,,,,,,3,5,,,,,,,,
KQ2pRs2b,,FINISHED,30.09.2024 21:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.3,6.5,Oliver M. (Eng),Vitality Stadium (Bournemouth),11 307,11 243,1.86,0.98,40%,60%,14,9,6,3,,,6,4,0%,0%,2,5,,,2,3,6,3,,,,,,,,,,,1,1,12,23,,,,,,,,,23,22,19,12,,,,,,,,,,,,,2,3,,,,,,,,
SCsTyaGG,,FINISHED,29.09.2024 17:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,3,6.3,7.4,Kavanagh C. (Eng),Old Trafford (Manchester),75 635,73 587,1.05,3.89,39%,61%,11,24,2,11,,,5,3,0%,0%,5,3,,,6,7,3,6,,,,,,,,,,,2,1,15,13,,,,,,,,,9,18,16,14,,,,,,,,,,,,,8,2,,,,,1,0,,
KnvLwLo4,,FINISHED,29.09.2024 15:00,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,2,6.9,6.9,Attwell S. (Eng),Portman Road (Ipswich),30 017,29 943,1.73,1.13,44%,56%,15,7,5,3,,,10,0,0%,0%,4,1,,,5,4,5,0,,,,,,,,,,,2,1,16,10,,,,,,,,,12,12,10,14,,,,,,,,,,,,,1,3,,,,,,,,
K0JghK0c,,FINISHED,28.09.2024 18:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,1,2,6.5,7,Taylor A. (Eng),Molineux Stadium (Wolverhampton),31 750,31 413,0.76,2.36,45%,55%,8,10,3,6,,,2,10,0%,0%,2,3,,,4,3,1,1,,,,,,,,,,,1,2,8,16,,,,,,,,,15,16,16,8,,,,,,,,,,,,,4,2,,,,,,,,
GhdgPLWA,,FINISHED,28.09.2024 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,4,2,7.4,6.9,Barrott S. (Eng),Emirates Stadium (London),60 704,60 323,4.11,0.40,75%,25%,36,5,16,3,,,17,0,0%,0%,2,4,,,13,1,7,1,,,,,,,,,,,0,1,8,13,,,,,,,,,22,19,11,6,,,,,,,,,,,,,1,12,,,,,,,,
l6f1Na1N,,FINISHED,28.09.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,1,7,7,Hooper S. (Eng),Brentford Community Stadium (London),17 250,17 050,0.58,0.97,57%,43%,8,19,3,3,,,7,6,0%,0%,2,3,,,4,11,1,5,,,,,,,,,,,1,2,12,2,,,,,,,,,20,19,2,11,,,,,,,,,,,,,2,2,,,,,,,,
WQcQHwPp,,FINISHED,28.09.2024 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,4,2,7.1,6.5,Bankes P. (Eng),Stamford Bridge (London),40 341,39 495,3.31,1.14,41%,59%,15,15,7,5,,,8,2,0%,0%,3,2,,,4,5,4,5,,,,,,,,,,,6,2,8,12,,,,,,,,,14,23,11,8,,,,,,,,,,,,,3,3,,,,,,,,
bXkCusHi,,FINISHED,28.09.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,1,7.2,6.8,Madley A. (Eng),Goodison Park (Liverpool),39 572,38 954,1.15,0.89,41%,59%,8,17,2,5,,,5,8,0%,0%,2,0,,,5,7,1,5,,,,,,,,,,,2,0,12,15,,,,,,,,,24,24,13,11,,,,,,,,,,,,,4,0,,,,,,,,
4hy7UG8j,,FINISHED,28.09.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,0,1,6.5,7.2,Smith J. (Eng),City Ground (Nottingham),30 404,30 139,0.67,1.49,41%,59%,11,14,1,2,,,6,5,0%,0%,2,4,,,5,5,5,7,,,,,,,,,,,7,1,18,11,,,,,,,,,15,13,11,15,,,,,,,,,,,,,1,1,,,,,,,,
8MkyzwoT,,FINISHED,28.09.2024 13:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,1,7,7.1,Gillett J. (Aus),St. James' Park (Newcastle),52 305,52 248,1.31,1.12,38%,62%,10,16,4,6,,,5,6,0%,0%,4,4,,,2,4,4,6,,,,,,,,,,,1,0,10,18,,,,,,,,,14,16,14,10,,,,,,,,,,,,,5,3,,,,,,,,
UwFBuMaf,,FINISHED,22.09.2024 17:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,2,7,6.9,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,52 846,2.62,0.59,78%,22%,33,5,11,3,,,8,2,0%,0%,3,6,,,10,2,12,0,,,,,,,,,,,0,1,9,8,,,,,,,,,24,5,7,10,,,,,,,,,,,,,1,9,,,,,0,1,,
GhtVSrGl,,FINISHED,22.09.2024 15:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,2,2,6.9,6.6,Jones R. (Eng),Amex Stadium (Brighton),31 876,31 444,0.84,1.27,71%,29%,14,4,3,3,,,9,1,0%,0%,3,6,,,6,0,5,1,,,,,,,,,,,0,4,13,12,,,,,,,,,29,19,12,11,,,,,,,,,,,,,1,1,,,,,0,1,,
OIqwRMp1,,FINISHED,21.09.2024 18:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,0,7.1,7.1,Coote D. (Eng),Selhurst Park (London),25 486,25 172,1.03,1.86,33%,67%,9,15,4,6,,,4,11,0%,0%,3,2,,,4,6,1,3,,,,,,,,,,,1,0,13,8,,,,,,,,,9,35,7,12,,,,,,,,,,,,,6,4,,,,,,,,
d8abY4hR,,FINISHED,21.09.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,3,1,7.1,6.5,Robinson T. (Eng),Villa Park (Birmingham),42 789,39 978,1.86,0.86,53%,47%,9,10,4,4,,,6,5,0%,0%,3,6,,,0,0,5,6,,,,,,,,,,,1,5,18,13,,,,,,,,,13,14,11,16,,,,,,,,,,,,,3,1,,,,,,,,
pYXoP0FD,,FINISHED,21.09.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,3,1,7.2,6.6,Bankes P. (Eng),Craven Cottage (London),29 589,22 700,2.35,1.33,39%,61%,22,15,11,4,,,6,0,0%,0%,6,0,,,8,8,3,3,,,,,,,,,,,1,6,8,17,,,,,,,,,15,18,16,8,,,,,,,,,,,,,3,8,,,,,,,,
xtzXn47K,,FINISHED,21.09.2024 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,1,7.1,6.9,England D. (Eng),King Power Stadium (Leicester),32 261,31 765,0.88,0.84,58%,42%,12,16,2,5,,,6,1,0%,0%,1,2,,,7,7,3,4,,,,,,,,,,,2,5,13,11,,,,,,,,,25,27,11,12,,,,,,,,,,,,,4,1,,,,,,,,
dQG3srVs,,FINISHED,21.09.2024 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,3,0,7.8,6.5,Harrington T. (Eng),Anfield (Liverpool),61 276,60 347,2.00,1.04,59%,41%,19,19,13,6,,,3,9,0%,0%,1,4,,,3,9,3,4,,,,,,,,,,,0,3,14,10,,,,,,,,,20,21,10,12,,,,,,,,,,,,,6,10,,,,,,,,
Q58Kw0U6,,FINISHED,21.09.2024 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,1,1,7.2,7.1,Allison S. (Eng),St. Mary's Stadium (Southampton),32 384,31 117,1.55,0.75,54%,46%,11,13,3,6,,,2,10,0%,0%,4,4,,,5,3,3,4,,,,,,,,,,,3,1,17,17,,,,,,,,,11,16,16,16,,,,,,,,,,,,,5,2,,,,,,,,
W2BSyvaJ,,FINISHED,21.09.2024 16:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,1,7.4,6.7,Brooks J. (Eng),Tottenham Hotspur Stadium (London),62 850,61 246,3.91,1.62,48%,52%,23,6,10,6,,,9,4,0%,0%,3,1,,,3,0,10,0,,,,,,,,,,,1,2,10,14,,,,,,,,,18,16,11,9,,,,,,,,,,,,,5,7,,,,,,,,
C0axT3Xo,,FINISHED,21.09.2024 13:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,3,6.3,7.7,Barrott S. (Eng),London Stadium (London),62 500,62 473,1.02,2.48,52%,48%,15,12,7,5,,,6,5,0%,0%,5,2,,,4,4,4,3,,,,,,,,,,,2,0,10,19,,,,,,,,,10,9,17,10,,,,,,,,,,,,,2,7,,,,,,,,
Of1jzRNE,,FINISHED,15.09.2024 17:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,2,6.7,7.1,Kavanagh C. (Eng),Molineux Stadium (Wolverhampton),31 750,30 255,1.25,1.79,49%,51%,12,14,5,6,,,4,7,0%,0%,3,3,,,5,4,2,4,,,,,,,,,,,3,2,6,18,,,,,,,,,23,18,17,6,,,,,,,,,,,,,4,4,,,,,,,,
AFJ3CNV7,,FINISHED,15.09.2024 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,1,6.7,7.3,Gillett J. (Aus),Tottenham Hotspur Stadium (London),62 850,61 645,0.84,0.66,64%,36%,15,8,5,4,,,7,6,0%,0%,5,3,,,6,1,4,3,,,,,,,,,,,2,3,11,15,,,,,,,,,26,19,13,10,,,,,,,,,,,,,3,5,,,,,,,,
AVat9lPF,,FINISHED,14.09.2024 21:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,1,6.6,7.2,Taylor A. (Eng),Vitality Stadium (Bournemouth),11 307,11 235,2.16,0.87,33%,67%,19,10,7,3,,,6,3,0%,0%,6,8,,,9,5,3,2,,,,,,,,,,,4,3,8,17,,,,,,,,,19,27,16,9,,,,,,,,,,,,,2,7,,,,,,,,
Wplk7SgS,,FINISHED,14.09.2024 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,2,7,6.4,Pawson C. (Eng),Villa Park (Birmingham),42 789,41 573,2.23,0.75,73%,27%,17,6,8,2,,,6,2,0%,0%,1,4,,,6,3,3,1,,,,,,,,,,,1,3,13,11,,,,,,,,,20,15,10,12,,,,,,,,,,,,,0,5,,,,,,,,
2TvL16Hk,,FINISHED,14.09.2024 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,0,0,7.1,7.1,Barrott S. (Eng),Amex Stadium (Brighton),31 876,31 573,1.76,0.56,70%,30%,21,6,6,1,,,9,2,0%,0%,4,3,,,5,4,10,1,,,,,,,,,,,1,3,15,15,,,,,,,,,16,16,14,16,,,,,,,,,,,,,1,6,,,,,,,,
beYTapn2,,FINISHED,14.09.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,2,7.1,6.9,Harrington T. (Eng),Selhurst Park (London),25 486,25 124,2.17,1.13,67%,33%,20,9,4,4,,,5,2,0%,0%,0,3,,,6,4,10,1,,,,,,,,,,,3,0,15,12,,,,,,,,,17,25,11,15,,,,,,,,,,,,,2,2,,,,,,,,
jkLFNmv9,,FINISHED,14.09.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,1,7.3,7,Robinson T. (Eng),Craven Cottage (London),29 589,26 528,1.32,0.66,54%,46%,21,11,5,3,,,3,2,0%,0%,2,3,,,8,5,8,3,,,,,,,,,,,3,2,19,16,,,,,,,,,30,30,15,18,,,,,,,,,,,,,2,4,,,,,,,,
AiyHLR8L,,FINISHED,14.09.2024 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,0,1,6.7,7.1,Oliver M. (Eng),Anfield (Liverpool),61 276,60 344,0.89,0.47,70%,30%,14,5,5,3,,,7,2,0%,0%,4,4,,,6,2,3,0,,,,,,,,,,,0,5,5,13,,,,,,,,,32,16,15,6,,,,,,,,,,,,,2,5,,,,,,,,
tzSnG5Wr,,FINISHED,14.09.2024 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.1,6.6,Bond D. (Eng),Etihad Stadium (Manchester),55 097,52 148,2.08,0.88,54%,46%,18,8,7,5,,,12,3,0%,0%,3,1,,,6,2,5,1,,,,,,,,,,,1,1,3,9,,,,,,,,,21,10,9,3,,,,,,,,,,,,,4,5,,,,,,,,
2kGeEq1e,,FINISHED,14.09.2024 13:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,3,6.4,7.6,Attwell S. (Eng),St. Mary's Stadium (Southampton),32 384,31 144,1.15,2.61,44%,56%,6,18,4,10,,,0,7,0%,0%,1,4,,,1,3,1,5,,,,,,,,,,,0,0,14,12,,,,,,,,,11,19,11,14,,,,,,,,,,,,,7,4,,,,,1,0,,
z1q67ylB,,FINISHED,01.09.2024 17:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,3,6.2,7.5,Taylor A. (Eng),Old Trafford (Manchester),75 635,73 738,1.29,1.43,53%,47%,8,11,3,3,,,5,2,0%,0%,4,1,,,5,8,0,0,,,,,,,,,,,0,2,8,7,,,,,,,,,29,26,7,7,,,,,,,,,,,,,0,3,,,,,,,,
tvOWhxZH,,FINISHED,01.09.2024 14:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,1,6.9,6.8,Gillett J. (Aus),Stamford Bridge (London),40 341,39 298,2.34,0.52,63%,37%,13,9,7,3,,,4,4,0%,0%,4,2,,,4,1,2,5,,,,,,,,,,,0,1,15,10,,,,,,,,,15,19,9,13,,,,,,,,,,,,,2,6,,,,,,,,
U11vkTXq,,FINISHED,01.09.2024 14:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,2,1,7.3,6.6,Jones R. (Eng),St. James' Park (Newcastle),52 305,52 211,1.63,1.77,34%,66%,9,20,3,6,,,7,12,0%,0%,4,4,,,4,6,2,8,,,,,,,,,,,2,4,13,17,,,,,,,,,18,23,16,13,,,,,,,,,,,,,5,1,,,,,,,,
INsZAAf3,,FINISHED,31.08.2024 18:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,3,6.2,7.4,Oliver M. (Eng),London Stadium (London),62 500,62 469,0.66,1.84,32%,68%,10,23,2,8,,,3,11,0%,0%,3,2,,,7,11,1,4,,,,,,,,,,,0,1,3,10,,,,,,,,,20,11,10,3,,,,,,,,,,,,,5,1,,,,,,,,
8QPOfb45,,FINISHED,31.08.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.3,6.6,Smith J. (Eng),Brentford Community Stadium (London),17 250,16 955,2.59,1.74,37%,63%,20,18,7,6,,,2,8,0%,0%,2,1,,,8,7,5,5,,,,,,,,,,,1,2,7,10,,,,,,,,,23,15,10,7,,,,,,,,,,,,,5,4,,,,,,,,
x6HuiG3U,,FINISHED,31.08.2024 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,2,3,6.8,7.1,Attwell S. (Eng),Goodison Park (Liverpool),39 572,38 805,1.77,2.44,47%,53%,18,17,8,7,,,8,4,0%,0%,2,1,,,10,7,0,3,,,,,,,,,,,2,2,12,7,,,,,,,,,21,21,6,11,,,,,,,,,,,,,4,6,,,,,,,,
SUdkBJln,,FINISHED,31.08.2024 16:00,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,1,7,6.9,Smith L. (Eng),Portman Road (Ipswich),30 017,29 517,1.28,1.32,48%,52%,11,9,4,4,,,8,6,0%,0%,2,3,,,4,2,3,3,,,,,,,,,,,4,0,16,18,,,,,,,,,7,25,15,15,,,,,,,,,,,,,3,3,,,,,,,,
lpob9cJb,,FINISHED,31.08.2024 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,1,2,6.6,7,Coote D. (Eng),King Power Stadium (Leicester),32 261,31 725,0.24,0.82,57%,43%,9,10,3,5,,,1,4,0%,0%,4,5,,,4,4,2,1,,,,,,,,,,,3,1,28,15,,,,,,,,,7,18,13,21,,,,,,,,,,,,,3,2,,,,,,,,
2Fanm72d,,FINISHED,31.08.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,1,7,7,Hooper S. (Eng),City Ground (Nottingham),30 404,29 918,1.66,1.36,52%,48%,16,11,5,3,,,7,3,0%,0%,3,4,,,7,4,4,4,,,,,,,,,,,4,0,5,16,,,,,,,,,20,20,15,18,,,,,,,,,,,,,2,4,,,,,,,,
ERWFdKZh,,FINISHED,31.08.2024 13:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,6.8,7,Kavanagh C. (Eng),Emirates Stadium (London),60 704,60 326,1.70,1.63,36%,64%,11,22,7,4,,,3,7,0%,0%,5,2,,,1,11,3,7,,,,,,,,,,,3,1,8,12,,,,,,,,,13,15,12,7,,,,,,,,,,,,,3,6,,,,,1,0,,
GdWtpsjm,,FINISHED,25.08.2024 17:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,0,7.5,6.5,Attwell S. (Eng),Anfield (Liverpool),61 276,60 107,2.31,0.55,62%,38%,19,8,8,2,,,9,4,0%,0%,2,3,,,4,3,7,3,,,,,,,,,,,1,2,7,10,,,,,,,,,20,22,10,7,,,,,,,,,,,,,2,6,,,,,,,,
6RCbX36s,,FINISHED,25.08.2024 15:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7,7,Coote D. (Eng),Vitality Stadium (Bournemouth),11 307,11 161,2.01,1.96,39%,61%,16,14,4,5,,,8,9,0%,0%,2,2,,,8,6,4,3,,,,,,,,,,,0,0,7,21,,,,,,,,,20,27,19,8,,,,,,,,,,,,,4,3,,,,,,,,
61T7bt5t,,FINISHED,25.08.2024 15:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,2,6,6,7.3,England D. (Eng),Molineux Stadium (Wolverhampton),31 750,31 235,2.16,2.65,38%,62%,12,14,4,8,,,5,5,0%,0%,2,3,,,8,3,0,3,,,,,,,,,,,3,1,14,14,,,,,,,,,22,15,13,13,,,,,,,,,,,,,2,2,,,,,,,,
2g67Vsyf,,FINISHED,24.08.2024 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,2,6.4,7.1,Oliver M. (Eng),Villa Park (Birmingham),42 789,41 587,1.96,1.34,39%,61%,11,9,3,4,,,4,1,0%,0%,1,3,,,5,4,3,1,,,,,,,,,,,3,1,16,9,,,,,,,,,11,14,8,15,,,,,,,,,,,,,2,3,,,,,,,,
U5cORazJ,,FINISHED,24.08.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,2,6.5,7.4,Jones R. (Eng),Selhurst Park (London),25 486,25 099,1.37,1.41,59%,41%,14,18,2,3,,,3,3,0%,0%,1,1,,,8,10,4,5,,,,,,,,,,,3,2,19,10,,,,,,,,,18,15,9,17,,,,,,,,,,,,,1,2,,,,,,,,
dCkAk3SP,,FINISHED,24.08.2024 16:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,1,7.4,6.7,Bond D. (Eng),Craven Cottage (London),29 589,25 401,0.92,0.47,55%,45%,18,10,6,4,,,7,5,0%,0%,2,2,,,8,4,4,2,,,,,,,,,,,0,5,16,16,,,,,,,,,23,10,14,13,,,,,,,,,,,,,3,4,,,,,,,,
lAUlrLKa,,FINISHED,24.08.2024 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,4,1,7.4,6.1,Allison S. (Eng),Etihad Stadium (Manchester),55 097,53 147,2.66,0.37,76%,24%,14,2,5,2,,,10,1,0%,0%,2,3,,,4,0,5,0,,,,,,,,,,,3,1,16,4,,,,,,,,,23,11,4,15,,,,,,,,,,,,,1,1,,,,,,,,
