matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,expected_goals_(xg).home,expected_goals_(xg).away,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,big_chances.home,big_chances.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,xg_on_target_(xgot).home,xg_on_target_(xgot).away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,shots_inside_the_box.home,shots_inside_the_box.away,shots_outside_the_box.home,shots_outside_the_box.away,hit_the_woodwork.home,hit_the_woodwork.away,touches_in_opposition_box.home,touches_in_opposition_box.away,accurate_through_passes.home,accurate_through_passes.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,long_passes.home,long_passes.away,passes_in_final_third.home,passes_in_final_third.away,crosses.home,crosses.away,expected_assists_(xa).home,expected_assists_(xa).away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,tackles.home,tackles.away,duels_won.home,duels_won.away,clearances.home,clearances.away,interceptions.home,interceptions.away,errors_leading_to_shot.home,errors_leading_to_shot.away,errors_leading_to_goal.home,errors_leading_to_goal.away,goalkeeper_saves.home,goalkeeper_saves.away,xgot_faced.home,xgot_faced.away,goals_prevented.home,goals_prevented.away,red_cards.home,red_cards.away,headed_goals.home,headed_goals.away
8b9uC0YQ,,FINISHED,21.12.2024 13:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,1,7,6.5,Bankes P. (Eng),Villa Park (Birmingham),42 789,42 345,1.41,1.03,45%,55%,11,12,6,6,4,2,5,4,86%,92%,3,3,,,3,5,2,1,10,7,1,5,2,0,17,22,,,3,0,7,14,,,62%,85%,33%,14%,,,13,10,14,7,59%,67%,,,17,15,3,5,,,,,5,4,,,,,,,,
pvoFaWr4,,FINISHED,16.12.2024 21:00,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,1,7.2,7.3,Kavanagh C. (Eng),Vitality Stadium (Bournemouth),11 307,11 204,1.90,2.18,51%,49%,29,16,9,3,2,1,12,6,77%,73%,0,2,,,6,6,14,7,16,13,13,3,1,1,40,21,,,1,1,11,6,,,68%,53%,27%,35%,,,20,12,6,11,57%,45%,,,25,30,10,8,,,,,2,8,,,,,,,,
b5T1jS5j,,FINISHED,15.12.2024 20:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,2,1,7.3,6.7,Bankes P. (Eng),Stamford Bridge (London),40 341,39 571,2.13,1.61,62%,38%,26,9,8,4,3,4,8,5,85%,76%,2,2,,,10,3,8,2,20,7,6,2,0,1,51,17,,,2,3,7,11,,,85%,57%,29%,21%,,,20,11,11,7,53%,71%,,,19,37,8,6,,,,,3,6,,,,,1,0,1,0
KxTpjJB7,,FINISHED,15.12.2024 20:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,5,6.1,7.8,England D. (Eng),St. Mary's Stadium (Southampton),32 384,31 090,0.68,2.62,41%,59%,9,18,3,9,3,6,2,5,87%,91%,1,3,,,4,5,2,4,5,15,4,3,0,1,15,28,,,2,0,15,8,,,64%,79%,38%,15%,,,13,11,8,15,67%,57%,,,15,9,11,15,,,,,4,3,,,,,,,,
nR9dC9S9,,FINISHED,15.12.2024 17:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,2,6.6,7.2,Taylor A. (Eng),Etihad Stadium (Manchester),55 097,52 788,0.91,1.99,51%,49%,10,10,3,3,0,3,8,2,87%,89%,1,1,,,4,4,3,3,5,7,5,3,0,0,18,22,,,0,6,14,5,,,79%,84%,10%,40%,,,19,11,5,14,71%,46%,,,10,18,10,17,,,,,1,2,,,,,,,1,0
vLnVelrT,,FINISHED,15.12.2024 15:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,1,3,6.5,7.3,Oliver M. (Eng),Amex Stadium (Brighton),31 876,30 893,0.81,2.40,64%,36%,17,13,5,5,2,5,8,5,88%,74%,1,4,,,4,5,8,3,9,11,8,2,0,0,33,22,,,1,1,15,11,,,76%,60%,26%,33%,,,13,17,11,15,77%,64%,,,11,29,8,8,,,,,2,4,,,,,,,0,1
CCPxhuse,,FINISHED,14.12.2024 18:30,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,2,1,7.2,6.6,Barrott S. (Eng),City Ground (Nottingham),30 404,30 117,1.65,0.44,50%,50%,17,8,6,2,3,0,4,3,91%,88%,0,1,,,6,4,5,2,12,7,5,1,0,0,27,31,,,2,2,5,12,,,90%,72%,24%,31%,,,5,11,12,5,74%,45%,,,24,21,8,6,,,,,1,4,,,,,,,1,1
6gZNcADG,,FINISHED,14.12.2024 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,0,7.1,7,Pawson C. (Eng),Emirates Stadium (London),60 704,60 176,1.42,0.17,76%,24%,13,2,5,0,1,0,8,2,92%,72%,0,3,,,3,0,5,2,11,1,2,1,0,0,48,8,,,5,3,9,6,,,85%,47%,25%,13%,,,23,17,6,9,56%,66%,,,7,39,1,9,,,,,0,5,,,,,,,,
jaGmEVcc,,FINISHED,14.12.2024 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,2,2,6.6,7,Harrington T. (Eng),Anfield (Liverpool),61 276,60 333,2.26,1.08,60%,40%,16,12,4,3,3,1,5,4,88%,82%,3,4,,,7,5,5,4,16,7,0,5,0,0,34,17,,,2,2,7,10,,,79%,63%,19%,29%,,,18,11,10,7,60%,53%,,,5,29,8,8,,,,,1,2,,,,,1,0,1,0
jcyUg1Cr,,FINISHED,14.12.2024 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,4,0,7.6,6.1,Bramall T. (Eng),St. James' Park (Newcastle),52 305,52 235,3.78,0.23,59%,41%,27,4,11,1,5,0,5,2,87%,77%,3,3,,,9,0,7,3,20,2,7,2,0,0,53,9,,,1,2,16,7,,,80%,63%,33%,10%,,,18,20,7,16,71%,35%,,,13,26,6,9,,,,,1,7,,,,,,,2,0
zoBXDM3E,,FINISHED,14.12.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,1,2,6.5,7.1,Hooper S. (Eng),Molineux Stadium (Wolverhampton),31 750,30 866,1.02,1.26,54%,46%,16,10,6,5,1,2,7,3,83%,82%,2,3,,,5,2,5,3,11,7,5,3,0,0,26,31,,,2,4,9,13,,,67%,63%,25%,19%,,,20,11,13,9,67%,33%,,,18,31,6,11,,,,,3,5,,,,,1,0,0,1
xEs71hEi,,FINISHED,09.12.2024 21:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,2,1,7.4,6.7,Brooks J. (Eng),London Stadium (London),62 500,62 435,1.01,1.63,54%,46%,19,19,4,5,1,2,11,0,80%,77%,5,4,,,6,7,9,7,15,12,4,7,0,0,39,24,,,4,1,17,12,,,71%,60%,41%,38%,,,16,16,12,17,54%,45%,,,19,21,7,5,,,,,4,2,,,,,,,1,0
KxDMgteo,,FINISHED,08.12.2024 17:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,3,4,6.5,7.2,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 184,2.64,2.81,38%,62%,13,17,5,8,6,2,5,10,83%,86%,2,3,,,5,4,3,5,11,12,2,5,1,0,26,46,,,3,2,11,17,,,69%,78%,36%,25%,,,16,18,17,11,74%,72%,,,20,7,4,12,,,,,4,2,,,,,,,,
0StR463n,,FINISHED,08.12.2024 15:00,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,1,1,6.8,6.9,Kavanagh C. (Eng),Craven Cottage (London),29 589,26 954,0.14,1.93,33%,67%,2,12,2,4,0,4,0,6,72%,89%,4,2,,,0,8,0,0,2,10,0,2,0,0,3,34,,,0,3,9,10,,,58%,77%,0%,25%,,,9,23,10,9,59%,71%,,,24,10,10,6,,,,,3,1,,,,,,,,
MsVZ2pYb,,FINISHED,08.12.2024 15:00,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,1,2,6.8,7.2,Salisbury M. (Eng),Portman Road (Ipswich),30 017,29 180,1.33,2.99,43%,57%,18,22,5,6,1,6,6,13,73%,80%,2,1,,,6,9,7,7,11,14,7,8,0,1,29,39,,,0,0,13,9,,,61%,75%,33%,13%,,,23,18,9,13,73%,70%,,,30,25,4,11,,,,,4,4,,,,,,,0,1
U7Ys1O2B,,FINISHED,08.12.2024 15:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,2,2,6.9,7,Attwell S. (Eng),King Power Stadium (Leicester),32 261,31 647,1.27,1.52,54%,46%,10,16,3,7,3,0,4,5,84%,86%,1,2,,,2,6,5,3,7,8,3,8,0,0,16,23,,,1,0,10,9,,,68%,67%,25%,44%,,,25,10,9,10,43%,71%,,,9,22,5,7,,,,,5,1,,,,,,,,
O6Rja2XN,,FINISHED,07.12.2024 18:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,2,3,6.5,7.1,England D. (Eng),Old Trafford (Manchester),75 635,73 778,1.55,0.69,71%,29%,17,11,7,3,3,0,5,3,88%,65%,0,2,,,5,4,5,4,10,7,7,4,1,1,31,15,,,0,1,13,10,,,80%,62%,13%,57%,,,17,11,10,13,77%,56%,,,5,30,9,8,,,,,0,5,,,,,,,0,2
MLgaj7lg,,FINISHED,07.12.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,0,7.2,6.5,Bond D. (Eng),Villa Park (Birmingham),42 789,42 453,2.35,0.44,47%,53%,18,4,5,0,3,0,14,1,86%,90%,1,3,,,5,0,8,4,13,4,5,0,0,0,41,22,,,0,4,15,18,,,75%,82%,24%,15%,,,10,14,18,15,62%,36%,,,9,17,6,8,,,,,0,4,,,,,,,,
Imm8loJ5,,FINISHED,07.12.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,4,2,7.1,6.6,Hooper S. (Eng),Brentford Community Stadium (London),17 250,17 078,1.07,1.20,44%,56%,11,16,8,3,3,3,3,4,80%,86%,3,0,,,2,11,1,2,8,10,3,6,0,1,25,40,,,3,2,7,10,,,67%,82%,7%,17%,,,12,24,10,7,63%,42%,,,29,25,3,3,,,,,1,4,,,,,,,0,1
j1oGnPmI,,FINISHED,07.12.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,2,6.9,6.8,Jones R. (Eng),Selhurst Park (London),25 486,25 142,1.30,1.41,31%,69%,12,12,3,4,1,3,6,8,77%,88%,1,2,,,1,4,8,4,6,9,6,3,0,1,15,32,,,3,2,10,4,,,59%,81%,23%,29%,,,13,17,4,10,53%,38%,,,24,16,5,5,,,,,2,1,,,,,0,1,1,1
0WxBsw6L,,FINISHED,05.12.2024 21:15,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,1,0,7.3,6.8,Hooper S. (Eng),Vitality Stadium (Bournemouth),11 307,11 234,3.31,0.58,34%,66%,21,12,8,4,5,0,5,9,70%,82%,2,2,,,8,5,5,3,17,7,4,5,1,0,28,25,,,3,3,8,15,,,67%,74%,38%,14%,,,22,31,15,8,44%,65%,,,28,15,17,8,,,,,4,7,,,,,,,1,0
fgbpdxLE,,FINISHED,05.12.2024 20:30,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,3,1,7.2,6.5,Bankes P. (Eng),Craven Cottage (London),29 589,26 368,0.66,1.34,44%,56%,6,13,2,3,1,1,5,6,81%,88%,2,2,,,3,5,1,5,6,8,0,5,0,0,19,20,,,0,1,8,7,,,70%,73%,19%,19%,,,18,24,7,8,44%,45%,,,31,22,8,12,,,,,2,0,,,,,,,,
KGJsxHTr,,FINISHED,04.12.2024 21:15,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,2,0,7.2,6.6,Barrott S. (Eng),Emirates Stadium (London),60 704,60 256,2.33,0.31,50%,50%,14,5,6,2,5,0,13,0,87%,86%,1,3,,,3,3,5,0,13,3,1,2,0,0,35,6,,,2,2,8,12,,,72%,74%,32%,17%,,,16,11,12,8,67%,53%,,,7,24,4,12,,,,,2,4,,,,,,,1,0
StNkzebe,,FINISHED,04.12.2024 21:15,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,3,1,7.4,6.5,Smith L. (Eng),Villa Park (Birmingham),42 789,37 890,2.25,0.96,49%,51%,20,9,10,1,4,1,10,5,86%,86%,2,2,,,6,4,4,4,16,7,4,2,0,0,41,21,,,0,1,15,11,,,80%,75%,25%,14%,,,13,15,11,15,87%,53%,,,22,20,7,8,,,,,0,7,,,,,,,,
ldBbYYS7,,FINISHED,04.12.2024 20:30,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,4,0,7.3,6.1,Salisbury M. (Eng),Goodison Park (Liverpool),39 572,38 820,1.02,0.79,45%,55%,15,6,6,2,2,2,3,4,80%,79%,2,0,,,5,2,4,2,8,2,5,4,0,0,16,15,,,4,0,8,10,,,68%,60%,10%,0%,,,21,30,10,8,50%,67%,,,28,12,14,7,,,,,2,2,,,,,,,1,0
IZ7ZZo4C,,FINISHED,04.12.2024 20:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,3,0,7.5,6.3,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,51 764,2.41,0.88,66%,34%,17,12,7,3,6,1,8,2,89%,79%,2,4,,,7,7,3,2,12,8,5,4,0,0,42,15,,,1,2,15,7,,,82%,73%,40%,23%,,,16,14,7,15,73%,63%,,,15,15,4,11,,,,,3,4,,,,,,,,
AsQtYPYO,,FINISHED,04.12.2024 20:30,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,3,3,7,6.9,Madley A. (Eng),St. James' Park (Newcastle),52 305,52 237,1.72,1.44,41%,59%,17,16,6,5,2,4,5,6,80%,87%,2,5,,,7,5,4,6,9,14,8,2,1,2,21,35,,,4,0,17,9,,,67%,82%,13%,20%,,,20,15,9,17,71%,58%,,,16,22,6,8,,,,,2,3,,,,,,,,
EejihTJt,,FINISHED,04.12.2024 20:30,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,5,6.1,7.4,Harrington T. (Eng),St. Mary's Stadium (Southampton),32 384,31 193,1.47,5.29,45%,55%,6,26,4,13,4,10,5,7,89%,92%,1,0,,,0,7,2,6,6,22,0,4,0,3,20,48,,,3,1,14,7,,,81%,87%,13%,25%,,,12,8,7,14,91%,67%,,,25,9,4,9,,,,,8,3,,,,,1,0,0,1
M7EQy8Za,,FINISHED,03.12.2024 21:15,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,3,1,7.6,6.8,Smith J. (Eng),King Power Stadium (Leicester),32 261,30 947,1.35,3.09,39%,61%,8,31,6,10,7,3,3,9,75%,86%,2,2,,,2,10,0,11,8,24,0,7,0,1,20,55,,,1,2,7,9,,,58%,80%,18%,37%,,,13,27,9,7,61%,57%,,,30,10,10,5,,,,,9,3,,,,,,,0,1
lfGIwU4m,,FINISHED,03.12.2024 20:30,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,0,1,6.8,7.1,Pawson C. (Eng),Portman Road (Ipswich),30 017,29 533,0.49,1.53,54%,46%,9,13,2,3,1,3,4,7,83%,80%,2,4,,,4,4,3,6,5,9,4,4,1,0,12,23,,,1,1,13,14,,,71%,60%,24%,17%,,,13,13,14,13,61%,60%,,,26,22,9,4,,,,,2,2,,,,,,,,
82qTWLi3,,FINISHED,01.12.2024 17:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,2,0,7.3,6.5,Kavanagh C. (Eng),Anfield (Liverpool),61 276,60 248,3.57,0.84,44%,56%,18,8,7,2,5,1,7,4,84%,88%,1,3,,,7,3,4,3,11,7,7,1,2,0,30,30,,,4,3,8,9,,,73%,78%,29%,0%,,,21,13,9,8,59%,82%,,,13,21,6,5,,,,,2,5,,,,,,,,
Kt3YAvVq,,FINISHED,01.12.2024 14:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,3,0,7.3,6.4,Attwell S. (Eng),Stamford Bridge (London),40 341,39 689,1.61,1.15,64%,36%,17,10,8,4,2,1,3,4,90%,84%,2,2,,,6,3,3,3,12,8,5,2,0,0,26,19,,,3,1,6,21,,,77%,57%,17%,43%,,,9,8,21,6,59%,47%,,,5,12,3,9,,,,,4,5,,,,,,,,
EFETUaMF,,FINISHED,01.12.2024 14:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,4,0,7.6,6.1,Brooks J. (Eng),Old Trafford (Manchester),75 635,73 817,0.73,0.65,60%,40%,11,8,5,2,3,1,2,2,90%,87%,2,3,,,2,3,4,3,9,4,2,4,0,0,21,13,,,3,2,12,12,,,80%,62%,17%,15%,,,10,11,12,12,69%,53%,,,13,8,8,5,,,,,2,1,,,,,,,,
6Dg8NHEk,,FINISHED,01.12.2024 14:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Fulham,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,1,1,7.1,6.9,Bond D. (Eng),Tottenham Hotspur Stadium (London),62 850,61 141,0.65,1.16,50%,50%,8,14,3,6,2,3,7,11,86%,85%,0,1,,,3,4,2,4,4,12,4,2,1,1,16,36,,,1,1,14,4,,,75%,76%,13%,29%,,,19,15,4,14,56%,63%,,,23,23,9,12,,,,,5,2,,,,,0,1,,
EwcGLeq2,,FINISHED,30.11.2024 18:30,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,5,6.2,7.4,Taylor A. (Eng),London Stadium (London),62 500,62 475,1.46,3.00,39%,61%,12,16,5,7,2,5,2,10,78%,83%,4,1,,,3,5,4,4,8,13,4,3,1,0,17,32,,,1,1,13,10,,,68%,75%,11%,32%,,,11,23,10,13,73%,35%,,,19,13,8,5,,,,,2,3,,,,,,,0,1
SrOgIMxA,,FINISHED,30.11.2024 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,4,1,7.6,6.2,Oliver M. (Eng),Brentford Community Stadium (London),17 250,17 084,2.34,1.04,60%,40%,13,7,6,3,4,1,5,4,85%,76%,1,1,,,3,1,4,3,10,3,3,4,0,0,30,14,,,1,1,10,9,,,79%,63%,10%,12%,,,27,17,9,10,40%,60%,,,26,26,10,11,,,,,2,2,,,,,,,,
G8ds9Iad,,FINISHED,30.11.2024 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7.1,6.9,England D. (Eng),Selhurst Park (London),25 486,25 101,1.29,0.02,49%,51%,16,2,4,1,5,0,8,9,79%,81%,3,3,,,7,0,5,1,12,1,4,0,0,0,27,10,,,2,2,11,12,,,69%,66%,32%,9%,,,22,22,12,11,68%,82%,,,24,25,13,8,,,,,0,3,,,,,,,1,0
MuIyTwiS,,FINISHED,30.11.2024 16:00,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,1,0,7.3,6.4,Harrington T. (Eng),City Ground (Nottingham),30 404,30 237,1.63,0.63,45%,55%,12,7,5,3,2,0,8,7,76%,79%,1,3,,,5,2,2,2,8,5,4,2,1,0,25,19,,,3,1,16,5,,,66%,73%,35%,18%,,,19,26,5,16,60%,63%,,,22,19,7,4,,,,,3,4,,,,,,,,
SIv3qay9,,FINISHED,30.11.2024 16:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Bournemouth,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,2,4,6.5,7.2,Bankes P. (Eng),Molineux Stadium (Wolverhampton),31 750,26 685,0.45,3.19,60%,40%,10,12,3,8,2,4,3,4,85%,77%,5,1,,,5,2,2,2,5,10,5,2,0,0,20,21,,,2,1,11,13,,,76%,61%,19%,13%,,,24,13,13,11,64%,54%,,,20,19,6,7,,,,,4,1,,,,,,,1,0
lbC2G07M,,FINISHED,29.11.2024 21:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,1,1,7,7.1,Jones R. (Eng),Amex Stadium (Brighton),31 876,31 542,1.45,1.02,52%,48%,22,10,5,2,3,1,7,6,90%,87%,2,4,,,10,2,7,6,15,8,7,2,1,1,45,21,,,3,1,16,20,,,79%,68%,34%,17%,,,13,7,20,16,54%,59%,,,16,31,3,2,,,,,1,4,,,,,,,1,0
6wwaduGj,,FINISHED,25.11.2024 21:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,2,6.6,7.5,Pawson C. (Eng),St. James' Park (Newcastle),52 305,52 094,1.69,0.91,52%,48%,18,15,2,6,2,0,8,3,85%,82%,1,0,,,10,3,6,6,14,7,4,8,0,0,36,17,,,2,0,8,11,,,74%,71%,29%,17%,,,22,16,11,8,62%,74%,,,23,32,6,11,,,,,4,2,,,,,,,0,1
SOaC5qg4,,FINISHED,24.11.2024 17:30,Ipswich,https://static.flashscore.com/res/image/data/zm5vbmDa-jXzj6iAf.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,6.9,7.1,Taylor A. (Eng),Portman Road (Ipswich),30 017,30 017,1.75,0.90,40%,60%,11,11,6,4,3,2,4,3,83%,87%,,,,,3,5,2,2,5,8,6,3,0,0,11,16,,,0,1,10,12,,,72%,71%,25%,14%,,,17,21,12,10,44%,57%,,,13,16,4,10,,,,,3,5,,,,,,,,
MoLoKr8c,,FINISHED,24.11.2024 15:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,2,3,6.7,7.2,Barrott S. (Eng),St. Mary's Stadium (Southampton),32 384,31 278,1.28,2.91,38%,62%,7,27,5,11,3,4,3,10,84%,89%,3,4,,,2,7,0,9,5,18,2,9,0,1,18,51,,,0,1,9,11,,,74%,81%,38%,30%,,,13,18,11,9,56%,75%,,,34,4,4,7,,,,,8,3,,,,,,,,
A7iT11hT,,FINISHED,23.11.2024 18:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,4,6.3,7.5,Brooks J. (Eng),Etihad Stadium (Manchester),55 097,52 478,2.15,2.51,58%,42%,23,9,5,7,3,5,9,3,93%,83%,4,2,,,11,2,7,0,17,7,6,2,1,1,42,17,,,2,3,9,19,,,89%,73%,20%,30%,,,16,9,19,9,54%,83%,,,13,26,9,5,,,,,3,5,,,,,,,,
Cl3y4WHa,,FINISHED,23.11.2024 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Nottingham,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,3,0,7.2,6.4,Hooper S. (Eng),Emirates Stadium (London),60 704,60 298,1.40,0.40,66%,34%,19,7,7,0,1,0,8,1,91%,81%,3,2,,,7,5,5,2,14,5,5,2,0,0,47,13,,,4,2,11,10,,,81%,65%,18%,41%,,,15,11,10,11,88%,63%,,,14,24,4,11,,,,,0,4,,,,,,,,
p21q2AnC,,FINISHED,23.11.2024 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,2,7,7,Robinson T. (Eng),Villa Park (Birmingham),42 789,42 175,3.18,1.27,70%,30%,17,13,5,6,4,3,10,1,87%,69%,3,2,,,6,6,6,1,15,10,2,3,1,1,46,17,,,1,2,11,10,,,76%,57%,30%,13%,,,16,15,10,11,56%,73%,,,12,25,6,9,,,,,4,3,,,,,,,1,0
