matchId,stage,status,date,home.name,home.image,away.name,away.image,result.home,result.away,home_rating,away_rating,referee,venue,capacity,attendance,ball_possession.home,ball_possession.away,total_shots.home,total_shots.away,shots_on_target.home,shots_on_target.away,corner_kicks.home,corner_kicks.away,passes.home,passes.away,yellow_cards.home,yellow_cards.away,shots_off_target.home,shots_off_target.away,blocked_shots.home,blocked_shots.away,offsides.home,offsides.away,free_kicks.home,free_kicks.away,throw-ins.home,throw-ins.away,fouls.home,fouls.away,goalkeeper_saves.home,goalkeeper_saves.away,red_cards.home,red_cards.away
vFiD7ASB,,FINISHED,02.10.2021 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,1,1,7.1,7.1,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 128,71%,29%,13,12,6,2,10,1,96%,93%,1,1,6,6,1,4,2,2,12,11,32,15,10,9,1,5,,
U93QcZbm,,FINISHED,27.09.2021 21:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,1,7,7,Marriner A. (Eng),Selhurst Park (London),25 486,22 975,47%,53%,8,8,3,4,6,5,83%,82%,2,5,2,2,3,2,1,0,9,13,22,14,12,10,3,2,,
KzEj4yMJ,,FINISHED,26.09.2021 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,3,1,7.4,6.4,Pawson C. (Eng),Emirates Stadium (London),60 704,59 919,47%,53%,12,10,7,4,4,4,83%,85%,2,1,4,5,1,1,2,4,17,14,13,27,12,13,3,4,,
QBRwgBDI,,FINISHED,26.09.2021 15:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,1,6.7,7.3,Madley A. (Eng),St. Mary's Stadium (Southampton),32 384,28 002,57%,43%,18,5,6,3,5,5,84%,74%,,,5,0,7,2,3,1,6,15,22,19,12,8,2,6,,
YwIf3eyQ,,FINISHED,25.09.2021 18:30,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,3,3,7.1,7.2,Attwell S. (Eng),Brentford Community Stadium (London),17 250,16 876,33%,67%,12,16,4,6,2,11,65%,81%,1,1,6,6,2,4,4,4,11,12,14,14,8,7,3,1,,
dWZMdgEg,,FINISHED,25.09.2021 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,2,0,7.3,6.6,Coote D. (Eng),Goodison Park (Liverpool),39 572,38 821,47%,53%,11,10,4,2,6,4,82%,83%,2,3,3,5,4,3,1,0,9,11,22,25,12,9,2,2,,
zNYQeDTa,,FINISHED,25.09.2021 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,1,2,6.8,7.3,Friend K. (Eng),Elland Road (Leeds),37 792,36 417,54%,46%,15,20,5,7,5,7,81%,78%,3,2,4,9,6,4,2,0,7,12,15,22,10,6,5,4,,
UqYUfXr6,,FINISHED,25.09.2021 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,2,7,7,Kavanagh C. (Eng),King Power Stadium (Leicester),32 261,31 650,67%,33%,22,9,5,3,8,3,83%,68%,2,4,6,4,11,2,1,4,11,11,26,18,10,8,1,3,,
42QshVSO,,FINISHED,25.09.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,1,1,7,7.3,Gillett J. (Aus),Vicarage Road (Watford),22 200,20 650,52%,48%,15,20,4,6,5,6,76%,76%,4,3,6,8,5,6,1,1,15,20,26,16,19,12,5,3,,
jJ4MbFqs,,FINISHED,25.09.2021 13:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,1,6.6,7.3,Oliver M. (Eng),Stamford Bridge (London),40 341,40 036,41%,59%,5,15,0,4,4,13,79%,88%,3,2,1,5,4,6,3,4,13,15,14,12,12,10,3,0,,
rmxZgibC,,FINISHED,25.09.2021 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,0,1,6.8,7.1,Dean M. (Eng),Old Trafford (Manchester),75 635,72 922,59%,41%,28,7,4,3,5,5,77%,69%,2,2,11,3,13,1,2,3,14,11,27,25,9,13,2,4,,
A5WasEE6,,FINISHED,19.09.2021 17:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,3,6.8,7.6,Tierney P. (Eng),Tottenham Hotspur Stadium (London),62 850,60 059,47%,53%,8,20,2,10,5,11,82%,86%,0,1,4,3,2,7,0,1,15,4,16,16,4,15,7,2,,
lhNA34V8,,FINISHED,19.09.2021 15:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,2,1,7.4,6.6,Attwell S. (Eng),Amex Stadium (Brighton),31 876,31 078,37%,63%,12,14,5,3,4,9,77%,85%,2,1,4,5,3,6,3,2,7,11,16,27,8,10,2,3,,
vuy4tYTC,,FINISHED,19.09.2021 15:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,2,6.8,7.4,Atkinson M. (Eng),London Stadium (London),62 500,60 000,40%,60%,13,17,4,10,2,11,78%,89%,,,5,4,4,3,2,0,7,7,15,13,5,8,8,3,,
A1O64pG2,,FINISHED,18.09.2021 18:30,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,3,0,7.3,6.3,Pawson C. (Eng),Villa Park (Birmingham),42 789,41 888,56%,44%,15,11,3,1,5,4,80%,74%,1,1,6,5,6,5,0,2,12,7,15,22,7,10,1,1,,
6THF2OpF,,FINISHED,18.09.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,0,1,6.7,7.3,Taylor A. (Eng),Turf Moor (Burnley),22 546,20 000,45%,55%,18,13,3,3,8,3,74%,80%,2,1,10,4,5,6,4,2,11,13,20,14,9,8,2,3,,
rguqodFs,,FINISHED,18.09.2021 16:00,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,3,0,7.6,6.7,Madley A. (Eng),Anfield (Liverpool),61 276,52 000,60%,40%,25,13,10,2,10,5,84%,76%,3,1,5,5,10,6,1,3,14,15,18,19,17,11,2,7,,
xGvmpGUm,,FINISHED,18.09.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,0,0,7.2,7.1,Moss J. (Eng),Etihad Stadium (Manchester),55 097,52 698,64%,36%,16,10,1,2,8,5,87%,75%,0,2,8,2,7,6,4,0,10,8,21,17,5,12,2,1,,
WEXerfa0,,FINISHED,18.09.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,3,6.7,7.4,Jones R. (Eng),Carrow Road (Norwich),27 150,26 649,49%,51%,12,12,5,8,4,8,81%,79%,1,1,3,3,4,1,1,0,14,11,25,25,10,14,5,4,,
IVZ7uhqJ,,FINISHED,18.09.2021 13:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,0,2,6.3,7,England D. (Eng),Molineux Stadium (Wolverhampton),31 750,30 000,62%,38%,11,9,0,3,4,2,83%,74%,4,4,8,5,3,1,2,2,9,12,25,16,10,7,1,0,0,1
ljriqzpf,,FINISHED,17.09.2021 21:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,1,7.2,7.4,Dean M. (Eng),St. James' Park (Newcastle),52 305,50 407,35%,65%,17,22,7,9,4,5,69%,85%,2,2,8,9,2,4,1,1,13,10,10,26,9,11,8,6,,
C6dtlPVL,,FINISHED,13.09.2021 21:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,3,1,7.5,6.6,Atkinson M. (Eng),Goodison Park (Liverpool),39 572,38 354,52%,48%,14,11,6,6,4,6,73%,65%,1,1,4,3,4,2,2,2,8,5,27,28,3,6,5,3,,
jcepmqoS,,FINISHED,12.09.2021 17:30,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,3,6.5,7.7,Pawson C. (Eng),Elland Road (Leeds),37 792,36 507,44%,56%,9,30,4,9,2,11,81%,87%,2,1,4,6,1,15,2,4,12,11,13,21,9,8,6,4,1,0
Gv3Xko19,,FINISHED,11.09.2021 18:30,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,3,0,7.6,6.4,Attwell S. (Eng),Stamford Bridge (London),40 341,39 969,57%,43%,12,18,4,6,4,11,82%,76%,1,4,6,3,2,9,2,1,12,14,17,16,11,11,6,1,,
rR4Pi7Wd,,FINISHED,11.09.2021 16:00,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,1,0,7.5,6.8,Oliver M. (Eng),Emirates Stadium (London),60 704,58 000,52%,48%,30,10,7,1,8,4,82%,78%,1,2,13,3,10,6,2,0,8,10,18,25,9,11,1,6,,
MH3TjRo3,,FINISHED,11.09.2021 16:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,0,1,6.6,7.1,Scott G. (Eng),Brentford Community Stadium (London),17 250,16 518,41%,59%,7,4,1,2,1,5,73%,79%,3,2,6,1,0,1,0,2,13,8,22,30,9,12,1,1,,
MurCr3gq,,FINISHED,11.09.2021 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,0,1,6.7,7.2,Tierney P. (Eng),King Power Stadium (Leicester),32 261,32 087,39%,61%,6,25,1,8,5,8,79%,89%,1,2,3,7,2,10,2,4,15,4,12,20,4,11,7,1,,
0WtGsN8k,,FINISHED,11.09.2021 16:00,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,4,1,7.4,6.5,Taylor A. (Eng),Old Trafford (Manchester),75 635,72 732,64%,36%,21,12,7,3,7,3,89%,79%,1,0,9,6,5,3,1,3,5,10,16,19,9,2,2,3,,
reWKtsOe,,FINISHED,11.09.2021 16:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,0,0,7.1,7.1,Coote D. (Eng),St. Mary's Stadium (Southampton),32 384,30 000,42%,58%,11,13,3,3,5,4,78%,84%,3,3,5,3,3,7,0,2,14,8,14,11,10,12,3,3,0,1
dbzPu1w2,,FINISHED,11.09.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,0,2,6.6,7.2,Bankes P. (Eng),Vicarage Road (Watford),22 200,20 019,44%,56%,6,14,2,5,6,8,79%,86%,3,3,4,6,0,3,1,2,15,15,20,13,15,13,3,2,,
Us7yk5GF,,FINISHED,11.09.2021 13:30,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,3,0,7.3,6.4,Moss J. (Eng),Selhurst Park (London),25 486,26 000,62%,38%,18,2,4,1,8,2,81%,72%,2,3,7,1,7,0,0,0,10,14,28,19,13,15,1,1,0,1
69LtTNgd,,FINISHED,29.08.2021 17:30,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,0,1,6.6,7.3,Dean M. (Eng),Molineux Stadium (Wolverhampton),31 750,30 621,44%,56%,15,10,6,3,5,7,82%,87%,3,4,6,5,3,2,5,4,13,12,11,14,7,9,2,6,,
rDPjw8H3,,FINISHED,29.08.2021 15:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,1,1,7.1,7,Oliver M. (Eng),Turf Moor (Burnley),22 546,,36%,64%,12,12,3,2,5,5,68%,82%,4,3,5,5,4,5,2,2,11,15,19,20,13,9,1,2,,
YeNYUqPq,,FINISHED,29.08.2021 15:00,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,1,0,7.4,6.7,Marriner A. (Eng),Tottenham Hotspur Stadium (London),62 850,57 672,58%,42%,15,9,8,2,10,3,88%,82%,3,3,4,4,3,3,2,1,12,8,19,25,8,14,2,7,,
M3OfxSW9,,FINISHED,28.08.2021 18:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,1,1,7.2,7,Taylor A. (Eng),Anfield (Liverpool),61 276,54 000,66%,34%,24,6,7,3,12,3,86%,72%,0,2,12,1,5,2,0,2,5,14,16,21,13,4,2,6,0,1
noWsuUni,,FINISHED,28.08.2021 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,1,1,6.9,7,Bankes P. (Eng),Villa Park (Birmingham),42 789,42 045,46%,54%,7,9,5,2,3,2,74%,77%,3,3,2,1,0,6,1,2,16,16,18,21,15,14,1,4,,
0lznvl2c,,FINISHED,28.08.2021 16:00,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,0,2,6.6,7.4,Moss J. (Eng),Amex Stadium (Brighton),31 876,30 548,66%,34%,14,14,3,5,4,5,86%,77%,1,2,5,4,6,5,1,0,9,7,17,20,7,9,3,3,,
UTR2z61M,,FINISHED,28.08.2021 16:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,2,2,7,7.2,Tierney P. (Eng),St. James' Park (Newcastle),52 305,44 017,36%,64%,10,22,5,6,4,4,69%,86%,3,3,5,7,0,9,5,0,5,15,13,19,11,6,4,3,,
ChH7ZPGS,,FINISHED,28.08.2021 16:00,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,1,2,6.6,7.2,Jones R. (Eng),Carrow Road (Norwich),27 150,26 765,45%,55%,14,9,4,3,9,9,77%,77%,2,1,6,5,4,1,2,2,10,10,24,22,8,9,1,3,,
SIMxU3vj,,FINISHED,28.08.2021 16:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,2,2,7,7.3,Attwell S. (Eng),London Stadium (London),62 500,59 751,46%,54%,14,9,4,2,5,3,78%,82%,1,0,3,3,7,4,1,2,9,11,32,18,10,7,0,2,,
jwTbynnG,,FINISHED,28.08.2021 13:30,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,5,0,7.7,5.7,Atkinson M. (Eng),Etihad Stadium (Manchester),55 097,52 276,81%,19%,25,1,10,0,14,0,92%,68%,1,2,5,1,10,0,1,3,10,6,25,12,5,7,0,5,0,1
fiqdHQfp,,FINISHED,23.08.2021 21:00,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,4,1,7.5,6.1,Oliver M. (Eng),London Stadium (London),62 500,59 901,51%,49%,19,5,7,1,10,0,86%,84%,0,1,10,2,2,2,2,0,8,10,24,15,8,8,0,3,0,1
zRp8Sj3o,,FINISHED,22.08.2021 17:30,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,0,2,6.4,7.6,Tierney P. (Eng),Emirates Stadium (London),60 704,58 729,35%,65%,6,22,3,5,9,8,78%,87%,3,0,2,6,1,11,5,0,4,15,14,22,10,4,3,3,,
jNvyM6nT,,FINISHED,22.08.2021 15:00,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,1,1,7,7,Pawson C. (Eng),St. Mary's Stadium (Southampton),32 384,32 000,36%,64%,8,15,3,4,7,7,69%,80%,2,3,4,7,1,4,0,2,13,12,19,18,12,10,3,2,,
Ysr0GpAj,,FINISHED,22.08.2021 15:00,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,0,1,7.1,7.4,Attwell S. (Eng),Molineux Stadium (Wolverhampton),31 750,30 368,58%,42%,25,8,6,6,5,4,84%,77%,1,4,9,0,10,2,2,0,7,10,28,20,9,7,5,6,,
rilGQUXc,,FINISHED,21.08.2021 18:30,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,2,0,7.4,6.5,Taylor A. (Eng),Amex Stadium (Brighton),31 876,29 485,57%,43%,13,10,3,1,7,2,86%,83%,4,0,5,5,5,4,1,1,7,12,13,22,11,6,1,1,,
EHqCRAIi,,FINISHED,21.08.2021 16:00,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,2,0,7.2,6.2,Coote D. (Eng),Villa Park (Birmingham),42 789,41 964,47%,53%,10,9,2,1,3,4,78%,77%,,,7,7,1,1,3,2,16,9,15,25,8,18,1,0,,
MsmKPlm4,,FINISHED,21.08.2021 16:00,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,0,0,7.1,7.1,Atkinson M. (Eng),Selhurst Park (London),25 486,23 091,53%,47%,7,14,2,3,3,5,75%,71%,3,1,5,7,0,4,1,2,10,13,32,19,12,9,3,2,,
46xPO82A,,FINISHED,21.08.2021 16:00,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,2,2,7.3,7.1,England D. (Eng),Elland Road (Leeds),37 792,36 293,70%,30%,17,17,4,8,8,5,85%,66%,2,4,6,5,7,4,0,0,13,5,22,20,6,13,6,2,,
CWuXMnXM,,FINISHED,21.08.2021 16:00,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,5,0,7.4,6,Scott G. (Eng),Etihad Stadium (Manchester),55 097,51 437,67%,33%,16,1,4,0,6,1,94%,85%,1,0,5,1,7,0,2,3,10,14,20,10,13,7,0,0,,
I9tTNSHG,,FINISHED,21.08.2021 13:30,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,2,0,7.7,6.7,Dean M. (Eng),Anfield (Liverpool),61 276,52 591,67%,33%,27,9,9,3,8,4,82%,66%,,,10,5,8,1,3,7,16,8,21,27,6,12,3,7,,
lvfjrsy8,,FINISHED,15.08.2021 17:30,Tottenham,https://static.flashscore.com/res/image/data/ARC62UAr-Ig5FKJZ5.png,Manchester City,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,1,0,7.3,6.8,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,58 262,35%,65%,13,18,3,4,3,11,77%,84%,2,1,5,9,5,5,3,1,9,14,17,17,11,8,4,2,,
hC0sp36e,,FINISHED,15.08.2021 15:00,Newcastle,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,West Ham,https://static.flashscore.com/res/image/data/Qo3RdMjl-Q9DJHs4l.png,2,4,6.6,7.5,Atkinson M. (Eng),St. James' Park (Newcastle),52 305,50 673,47%,53%,17,18,3,9,7,6,85%,85%,1,0,7,4,7,5,1,2,6,5,17,21,4,3,5,1,,
zyjnqNL1,,FINISHED,14.08.2021 18:30,Norwich,https://static.flashscore.com/res/image/data/CY8Xm4wS-tCGtX12c.png,Liverpool,https://static.flashscore.com/res/image/data/Gr0cGteM-KCp4zq5F.png,0,3,6.8,7.3,Marriner A. (Eng),Carrow Road (Norwich),27 150,27 023,50%,50%,14,19,3,8,3,11,85%,84%,1,1,8,7,3,4,2,0,14,6,16,19,4,14,5,3,,
2T2ahRbF,,FINISHED,14.08.2021 16:00,Burnley,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Brighton,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,1,2,6.8,7.3,Coote D. (Eng),Turf Moor (Burnley),22 546,16 910,36%,64%,14,14,3,8,7,6,70%,81%,2,1,8,4,3,2,1,0,6,11,23,24,10,7,6,2,,
0EL2ioEL,,FINISHED,14.08.2021 16:00,Chelsea,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Crystal Palace,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,3,0,7.4,6.4,Moss J. (Eng),Stamford Bridge (London),40 341,38 965,62%,38%,13,4,6,1,5,2,91%,83%,,,5,2,2,1,0,1,12,15,17,14,15,11,1,3,,
rwB7j5TR,,FINISHED,14.08.2021 16:00,Everton,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Southampton,https://static.flashscore.com/res/image/data/fmA9gnyB-raLYxovi.png,3,1,7.4,6.4,Madley A. (Eng),Goodison Park (Liverpool),39 572,33 000,48%,52%,14,6,6,3,6,8,70%,69%,2,0,5,1,3,2,0,0,15,13,28,27,13,15,2,3,,
pncZoPyq,,FINISHED,14.08.2021 16:00,Leicester,https://static.flashscore.com/res/image/data/Em1CYqYg-UNZg5BP0.png,Wolves,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,1,0,7.3,6.9,Pawson C. (Eng),King Power Stadium (Leicester),32 261,31 983,56%,44%,9,17,5,3,5,4,86%,82%,1,2,3,7,1,7,5,4,14,11,26,21,6,10,3,4,,
2srY6QD8,,FINISHED,14.08.2021 16:00,Watford,https://static.flashscore.com/res/image/data/C2N3btil-QHkJrpz6.png,Aston Villa,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,3,2,7.1,6.5,Dean M. (Eng),Vicarage Road (Watford),22 200,20 051,38%,62%,13,11,7,2,2,4,74%,85%,3,1,4,6,2,3,0,2,15,16,17,21,18,13,0,4,,
EL1woqik,,FINISHED,14.08.2021 13:30,Manchester Utd,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Leeds,https://static.flashscore.com/res/image/data/rsvCPOh5-O4P6Zhap.png,5,1,7.5,6.3,Tierney P. (Eng),Old Trafford (Manchester),75 635,72 732,49%,51%,16,10,8,3,5,4,79%,76%,1,2,5,6,3,1,2,3,12,13,27,17,11,9,2,3,,
863eg7q9,,FINISHED,13.08.2021 21:00,Brentford,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Arsenal,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,2,0,7.3,6.7,Oliver M. (Eng),Brentford Community Stadium (London),17 250,16 479,35%,65%,8,22,3,4,2,5,63%,86%,,,5,14,0,4,1,1,9,13,19,26,12,8,4,1,,
